id,name,artist,tracks,duration
lastFM_8578,Shallow Water Blackout,Tuk,"['Low Carb Love', 'Stilnox Parties', 'Welwitschia Valley', 'Insomnia', 'Lady Jane', 'Rock And Roll Dreams Come Through', 'Mental']",2315.0
lastFM_8582,Deep Cuts,Session View,"['sun watcher', 'birth', 'the duel', 'mind dance', 'shine on', 'illuminate', 'waiting for me']",1233.0
lastFM_8586,GARDEN  CLASSICS,The Royal Philharmonic Orchestra,,
lastFM_8592,MuteMath,Mutemath,"['Collapse', 'After We Have Left Our Homes', 'Plan B', 'Stare at the Sun', 'Obsolete', 'Break the Same', 'Control', 'Picture', 'Stall Out', 'Collapse', 'Chaos', 'Control', 'Noticed', 'Break the Same']",3974.0
lastFM_8596,Analogue Yerner,easementh,,
lastFM_8633,A Light Beyond The End,Drunkness,"['...', 'Enough (love Me, Hate Me)', 'The Light beyond the End', 'H-2-O', 'Leben', 'Stand By My Side', 'Little Star', 'Der Tanz Des BÃƒÂ¶sen', 'Pyramids', 'Mysterious', 'Too late now', 'Instinct to survive', 'Galaxy (Drunkness Hymn)']",3973.0
lastFM_8638,Fearless,Sied v. Riel,,
lastFM_8639,Infamous Scientist 45,NoMeansNo,"['Burn', 'Getting Colder']",595.0
lastFM_8645,The Trials Of  Occupanther,Midlake,"['Roscoe', 'Bandits', 'Head Home', 'Van Occupanther', 'Young Bride', 'Branches', 'In This Camp', 'We Gathered In Spring', 'It Covers The Hillsides', 'Chasing After Deer', 'You Never Arrived']",2663.0
lastFM_8650,Diversion,Delicate N.,"['Clearly', 'Invisible', 'Sin', 'Artificial Light', 'Innocence Is What You Are', 'Effort of Reduction', 'Visual Silence', 'Tinted Nucleus', 'Simplicity', 'Focal Point', 'Suitable Ambience', 'Synthetic Equation']",3078.0
lastFM_8651,Atlantic Breeze / Sunrise,ASC,"['Atlantic Breeze', 'Sunrise']",798.0
lastFM_8655,Damnation Overdrive,The Turbo A.C.'s,"['Puff of Smoke', 'Be Fast', 'Praise the Lord', 'Righteous Ruler', 'Eat My Dust', 'Superbad', 'No Lie']",1055.0
lastFM_8657,Surrender Dorothy,A. Davis,"['Create', 'Wide Open', 'Desert Rose (Higher Than a Lover)', 'The Reaper', 'Nice Time']",1381.0
lastFM_8667,This Is  Life EP,R. Paine,,
lastFM_8668,By Request: More of The Greatest Live Show On Earth,Jerry Lee Lewis,"['Introduction', 'Little Queenie', 'Johnny B. Goode', 'Green, Green Grass Of Home', ""What'd I Say, Part II"", 'You Win Again', ""I'll Sail My Ship Alone"", 'Money', 'Roll Over Beethoven']",1393.0
lastFM_8674,repeater,Sunao Inami,,
lastFM_8676,Confessions in a Chatroom,Coleco M.,"['Please Add Me', 'Coleco Says: How Are You?', ':)', 'Honey, We Are Chatting', 'She appears to be Offline']",740.0
lastFM_8695,Straight to,nearLY,"['All Is Lost', 'November 5th', 'Mary Vincent (Alternate Version)']",776.0
lastFM_8700,Broken Wax:  EP,Black Milk,"['Broken Wax', 'Pressure', 'Keep It Live', ""U's A Freak Bitch"", 'Tell Em', 'Danger', 'S.O.T.C.', 'Outro']",1229.0
lastFM_8707,Wolfmother E.P.,Wolfmother,,
lastFM_8715,Brooklyn Academy -  The Unusual Jam / Blind Fury (The Tempest),Brooklyn Academy,,
lastFM_8720,Jump (Without A Warning),K. Achinger,"[""Talkin'Mo'Nature (feat. Bobafett & EiÃƒÅ¸feldt)"", 'Innocence', 'Jump (Without A Warning)', ""Rain (David's Lullaby)"", 'Lovesong', 'I Need a Friend (feat. Eternal Rest)', 'When I Find My Life', 'Walk', 'Warden', 'In My Life', 'Magic Milan', 'Outro']",2736.0
lastFM_8725,Elephant's Parade,Minilogue,Elephant's Parade,213.0
lastFM_8730,Insieme Musica Diversa,Insiememusicadiversa,"['In Tre', 'Momento', 'Conseguenza 1', 'Per Quaranta Oscillator', 'Conseguenza 2', '[untitled]']",3581.0
lastFM_8742,Broken,Rivaz,,
lastFM_8744,Under Certain Things / Aerial,SJ Esau,,
lastFM_8749,Sanitized  your protection,Supersuckers,"['Bad Bad Bad (edit)', 'Born with a tail (edit)', 'Marie', 'Bad Dog', 'My Victim']",783.0
lastFM_8752,The Latest and the Greatest,Luxury,"['The Latest & the Greatest', 'From The Lion Within', 'Not So Grand', 'Metropolitan', 'The Glory', 'Red Mascara', 'King Me', 'Hell Or Highwater', 'I Know Why The Caged Bird Sings', 'The Pearls']",2653.0
lastFM_8757,Keep  Faith,Graecia,,
lastFM_8762,Mother Of Devotion,Fjeld,,
lastFM_8764,Must Be The Music / Talk To Me,Hysterix,,
lastFM_8766,Platform,e:4c,"['slow format', 'processing container', 'time to search', 'frame reverse']",1226.0
lastFM_8772,Happiness  Lives,Kira and the Kindred Spirits,"['Save Me', 'Lead You On', 'Unimpressed', 'Kings kitchen', ""King's Kitchen"", 'Losing You', 'Down Under', 'Giving In', 'Lethargic', 'Unimpressed Alt. Version', 'Losing you (Varano mix)']",2993.0
lastFM_8775,Primitive Plus,Edan,"[""'83 Wildin"", 'One Man Arsenal', 'Humble Magnificent', 'Migraine (Almighty Dust Mix)', 'Key Bored', 'Emcees Smoke Crack', '#1 Hit Record', 'Syllable Practice', 'Link', 'Rapperfection', 'Mic Manipulator', 'Primitive Plus', 'You Suck', 'Run That Shit!', ""Ultra '88 (Tribute)"", 'Syllable Practice (12 inch version)', 'A.E.O.C.', 'Sing It, Shitface']",3563.0
lastFM_8777,Douglas Greed -  Girlfriend In A Coma,Douglas Greed,"['Ille Und Soeren', 'Oktober17', 'Trixie']",1060.0
lastFM_8778,Broken Arrow - Original Motion Picture Soundtrack,Hans Zimmer,,
lastFM_8798,Forest Silence -  The Eternal Winter,Forest Silence,"['The Eternal Winter', 'I Feel The Claws Of Darkness', 'Silence']",1279.0
lastFM_8800,Alternating,D. Baptiste,"['Journeyman', 'The Kraken', 'Stop And Look Around', 'Steep', 'Mind the Gap', 'City of Clouds', 'Inner City Blues', 'Alternating Currents', 'Toga to Go', 'Namesake', 'caribbean man with a plan', '741']",3486.0
lastFM_8812,Worlds Beyond the Veil,Mithras,"['The Journey and the Forsaken', 'To Fall from the Heavens', 'Intro Black Holes of Oblivion', 'When the Light Fades Away', 'Behind the Shadows', 'Awaken Man and Stone', 'The Twisted Tower', 'To Where the Sun Never Leaves', 'The Beacon Beckons', 'Thrown Upon the Waves', 'Into the Unknown', 'Beyond the Eyes of Man']",3286.0
lastFM_8815,Tennessee,B. Sinclar,"['Tennessee (Radio Edit)', 'Tennessee (Club Mix)', 'Tennessee (Fuzzy Hair Dub Remix)']",990.0
lastFM_8824,Domine Spiritus,Bachus,,
lastFM_8826,Future Funerals,Dead Machines,,
lastFM_8828,Make Believe,Make Believe,I Can Feel Your Eyes,312.0
lastFM_8830,Cryptograms,Deerhunter,"['Intro', 'White Ink', 'Providence', 'Octet', 'Red Ink', 'Hazel St.']",1607.0
lastFM_8833,Ritual / Worlds Apart,Sons In Jeopardy,,
lastFM_8843,Casino Royale (Original Motion Picture Soundtrack),David Arnold,,
lastFM_8850,The Outcasts -  The Punk Singles Collection,The Outcasts,"[""You're A Disease"", ""Don't Want to Be No Adult"", 'Frustration', 'Just Another Teenage Rebel', 'Love Is For Sops', ""The Cops Are Comin'"", 'Cyborg', 'Magnum Force', 'Gangland Warfare', 'Programme Love', 'Beating and Screaming Part 1', 'Beating and Screaming Part 2', 'Mania', 'Angel face', 'Gangland Warfare (Version 2)', 'Nowhere left to Run', ""The Running's Over, Time To Pray"", 'Ruby', 'Swamp Fever (7"" Version)', 'Psychotic Shakedown']",3588.0
lastFM_8853,Beyond Good And Evil,ATMA,"['We Will Rise Again', 'Beyond Good and Evil', 'The Other Side', 'Deviant Behaviour', 'The Ganzfeld Experiment', 'The Doors Of Perception', 'Psychedelic Visionars', 'Eternal Cycles', 'There Is Still Hope']",4300.0
lastFM_8857,The Maxi-Singles,S. Circle,,
lastFM_8870,The Curse Of Voodoo Ray,Lisa M.,,
lastFM_8877,Intimacy,Bruce Roberts,,
lastFM_8884,Hot Outside,W. Lotus Society,,
lastFM_8885,Butterfly,Screaming T.,"['Butterfly', 'Morning Dew (Grateful Dead cover)', 'Freedom (Buffalo cover)']",1240.0
lastFM_8887,The Promise (Fish Go  Remixes),Kerri Chandler,,
lastFM_8890,Our Love,G.I.O.N.,,
lastFM_8909,Man Alive,Books on Tape,"['pirate radio child', 'son of what went wrong', 'sediert', 'Crackton', 'Auction Stand for Personal Hatred', 'Revolver Illmatik']",1514.0
lastFM_8913,S. Matto -  Experience,S. Matto,,
lastFM_8915,Arizona Garbage Truck / Voodoo Chile,Steel Pole Bath Tub,"['Arizona Garbage Truck', 'Voodoo Chile']",548.0
lastFM_8921,Realms  the Discovery,Grand Theft Audio,,
lastFM_8922,*popular* where's the music,Percy X.,"['club x', 'Afterplan', 'Casiotone', 'On a Day', 'Find Yourself', 'Time to Jack', 'Inbox', ""Where's The Music"", 'now youre mine', 'vox digital']",3553.0
lastFM_8926,Voodoo Shoppe,Cowboy Mouth,"['Joe Strummer', 'Misty Falls', 'Winds Me Up', 'Hole In My Heart', 'Voodoo Shoppe', 'Slow Down', 'This Much Fun', 'Supersonic', 'I Told Ya', 'Home', 'Glad To Be Alive', 'avenue']",2465.0
lastFM_8936,"Yes, you're dead!",HitchcockGoHome!,"['Blank', 'Coward song', 'How to stop it now', 'Coward theme', 'Night falls', 'End of me', 'Misty', ""I'm not dead"", 'What Have We Done']",3158.0
lastFM_8938,Homesleep Singles Club 6,Sodastream,Without My Echo,184.0
lastFM_8947,Endless Drones Of Boredom,The Endless Drones O. Burden,,
lastFM_8957,Marillion -  Singles Collection,Marillion,,
lastFM_8961,Broken,Of a. Mesh,"['Guillotine', 'New Song', 'Damage', ""life's liquid""]",1096.0
lastFM_8972,Lookin' For A Contract,Yaggfu F.,,
lastFM_8990,The  Sessions,Small Faces,"[""What'Cha Gonna Do About It"", 'Jump Back', ""Baby Don't You Do It"", 'Shake', 'Sha-La-La-La-Lee', 'You Need Love', 'Hey Girl', 'E Too D', 'One Night Stand', ""You'd Better Believe It"", 'Understanding', 'All Or Nothing', 'If I Were A Carpenter', 'Lazy Sunday', 'Every Little Bit Hurts', 'Rare Interview With Steve Marriott 1', 'Rare Interview With Steve Marriott 2', 'Rare Interview With Steve Marriott 3', 'Rare Interview With Steve Marriott 4', 'Rare Interview With Kenny Jones']",2653.0
lastFM_9007,un fait divers et rien  plus,Le Club,,
lastFM_9039,Fallen,Au Revoir Simone,"['Fallen Snow', 'Fallen Snow (Teenagers remix)']",489.0
lastFM_9043,United Patchwork,Musica Elettronica V.,,
lastFM_9072,Purple Red Indigo Blue,The Pansies,"['Fruit', 'Septemberhead', 'Sister Shine', 'Merry Go Round', 'Bettysong', 'Sick Inside', 'Rock', 'Turquoise', 'Caught Heer Blooming', 'Addicted', 'Act', 'Uncomfortable', 'Kittens', 'Preference']",2809.0
lastFM_9074,- new - I Believe In Dreams,Jackie R.,"['I Believe In Dreams (Full On Vocal Radio Edit)', 'I Believe In Dreams (Full On Vocal Mix)', 'I Believe In Dreams (Almighty Anthem Mix)', 'I Believe In Dreams (Almighty Anthem Dub)', 'I Believe In Dreams (Almighty Master Mix)', 'I Believe In Dreams (Trans-X Mix)', 'I Believe In Dreams (Transensual Mix)', 'I Believe In Dreams (Definitive Mix)']",3365.0
lastFM_9076,Obsidian,Rufuss,"['Obsidian Soul: The Ritual', 'Obsidian Soul: The Celebration']",795.0
lastFM_9093,Out of Nowhere,Hepcat,"[""Dance Wid' Me"", 'The Secret', 'Hooligans', 'Clarence Thomas', 'Prison of Love', 'Earthquake and Fire', 'All for You', 'Caravan', ""Same O' Same O'"", 'Train to Skaville', 'Nigel (Bonus Track)', 'Club Meditation (Bonus Track)']",2749.0
lastFM_9094,[explicit] A Fact Of Tragedy,N. Filigrante,,
lastFM_9102,Celtic Devotion,O. Schroer,"['Carrickfergus', 'Gaelic Air', 'The Tiree Love Song', 'Green Grow the Rushes', 'Waltz of the Young Maidens', 'The Dark Island', 'My Love is Like a Red, Red Rose', 'Annachie Gordon', 'Give Me Your Hand', 'The Lakes of Pontchartrain']",2980.0
lastFM_9112,Yoshida Brothers II,Yoshida Brothers,,
lastFM_9114,The Quick  Gang / Spiritual Cramp,S. Gang Children,,
lastFM_9115,United,R. Williams,United,125.0
lastFM_9118,Step Into The Future EP,Echoplex,,
lastFM_9124,Schreit den Namen meiner Mutter,Tomte,"['Schreit Den Namen Meiner Mutter (Radio Edit)', 'Schreit den Namen meiner Mutter (Acoustic)', 'Wilhelm, das war nichts (Acoustic)', 'Schreit den Namen meiner Mutter']",973.0
lastFM_9126,Mindless Drones Of The Soulless Inbred Vomit Slurping Excuses,Paranoid T.,,
lastFM_9135,Get Ready For This (Robbie Rivera Remixes),2. Unlimited,"['Get Ready For This (Latin Groove Mix)', 'Get Ready for This (Big Groove remix)', 'Get Ready for This (Dark remix)']",1289.0
lastFM_9137,Another Broken Promise,Misprint,"['Intro', 'Betrayed Again', 'Torn In Two', 'Late Night Memories', 'Enemies Inside', 'Falling Apart', 'Never Ending Story', 'Afraid Of Nothing']",1636.0
lastFM_9171,Butterfly,S. Soleil,,
lastFM_9172,Saturation Point / I Like To Lay Back,Cedar,,
lastFM_9180,On The Dancefloor / Made In Spain,W. Lopez,"['On The Dancefloor', 'Made in Spain']",1066.0
lastFM_9203,- new - Ascension,Denis Naidanow,,
lastFM_9204,Resurrection,Fossils,"['Untitled', 'Untitled', 'Untitled', 'Untitled', 'Untitled', 'Untitled']",1638.0
lastFM_9225,Kevin Spacey -  Beyond the Sea - Original Motion Picture Soundtrack,Kevin Spacey,,
lastFM_9233,Rough And Tough And Dangerous - The Singles 94/98,Scooter,,
lastFM_9234,Knights  The Eternal Sun,Arkthos,,
lastFM_9238,Drifting  Visions,T. Caves,"['Mordor', 'Darkness', 'The Way It Is', 'Sometimes Hostile', 'Blavand', 'Fools Start to Judge', 'Eternal Asylum', 'Falling Apart', 'Question Like This']",3035.0
lastFM_9246,Republic Of Love,Atash,"[""Destiny (Majnun's Song)"", 'Song for Leili (Turkish Seven)', 'Navaazesh (Forgotten Arms)', 'Sham O Parvaaneh (Unknown Theme)', 'Republic of Love', 'Al-Munaajaat (Conversation with God)']",2682.0
lastFM_9247,Paul Brookes -  Steps From Beyond,Paul Brookes,"['Steps From Beyond, Part 1', 'Steps From Beyond, Part 2']",2088.0
lastFM_9248,Over The Years And Through The Woods,Queens o. the Stone Age,"['Go With The Flow (Live 2005)', 'Regular John (Live 2005)', 'Monsters In The Parasol (Live 2005)', 'Tangled Up In Plaid (Live 2005)', 'Little Sister (Live 2005)', ""You Can't Quit Me, Baby (Live 2005)"", 'I Wanna Make It Wit Chu (Live 2005)', 'Leg Of Lamb (Live 2005)', 'I Think I Lost My Headache (Live 2005)', 'Mexicola (Live 2005)', 'Burn The Witch (Live 2005)', 'Song For The Dead (Live 2005)', 'No One Knows (Live 2005)', 'Long Slow Goodbye (Live 2005)']",4463.0
lastFM_9253,- new - contra-temporary,Disastrato,"['Bienvenue - Passport Control Patchwork', 'Monster #7', 'Lull 3', 'Tet - Haiku 2', ""Le la les du de Des a Au un une aux L'Articles or Paper Porno"", 'CÃƒÂ¼ret Must Be Protected', 'Peregrine', ""Damlaya Damlaya GÃƒÂ¶l Olur, Alice'de Bogulur, Ben de, o da"", ""Pendant Qu'on Tourne En Rond (Sandwich)"", 'Tu Peux Cracher le Meme Rire - Et Tu le Dois', 'HoparlÃƒÂ¶rÃƒÂ¼n IÃƒÂ§inde Yasar']",0.0
lastFM_9254,Nightmares,Antislash,"['La Fureur de Vaincre', 'Butterwings', 'Troma', 'Soloporto']",1446.0
lastFM_9267,Opiate,Superikone,"['Opiate', 'Ganz Still', 'HÃƒÂ¶her, Schneller, Weiter', 'Wenn du tanzt', 'Meine Seele', 'Warten (Dunkle Wolken)', 'TrÃƒÂ¤nen', 'Engel', 'Sterne', 'Der Letzte Tanz', 'Opiate [rough mix]', 'Warten [lunastoy remix]', 'Ganz Still [traumfÃƒÂ¤nger mix]']",3034.0
lastFM_9281,Don't Give  (Remixes),Portable,"[""Don't Give Up (Bodycode Remix)"", ""Don't Give Up (Cassy Remix)"", ""Don't Give Up (Lawrence Remix)""]",1529.0
lastFM_9284,Album: A Broken Union,Combative Alignment,"['Light', 'Union One', 'Walk', 'Union Two', 'Into Nowhere...', 'Union Three', 'A Broken Union', '... Lies Silent']",3007.0
lastFM_9289,Girlfriend,Avril Lavigne,"[""Girlfriend (The Submarines' Time Warp '66 Mix - Italian)"", ""Girlfriend (The Submarines' Time Warp '66 Mix - Mandarin)"", ""Girlfriend (The Submarines' Time Warp '66 Mix - Spanish)"", 'Girlfriend (Junkie XL Mix)', ""Girlfriend (Dr. Luke Mix Featuring L'il Mama)"", 'Girlfriend (Dr. Luke Mix featuring Lil Mama)', 'Girlfriend (Radio Edit)', 'Girlfriend (Explicit Version)', ""Girlfriend (The Submarines' Time Warp '66 Mix - German)"", ""Girlfriend (The Submarines' Time Warp '66 Mix - Portugese)"", ""Girlfriend (The Submarines' Time Warp '66 Mix - French)"", 'Alone', 'Girlfriend (Junkie XL Extended Mix)', 'Girlfriend (Spanish Version - Clean) (Spanish Version)', 'Girlfriend (Callout Hook)']",2969.0
lastFM_9297,One By One,M. Compact,,
lastFM_9307,Hooked on Classics,Louis Clark,,
lastFM_9309,Empires (Bring Me,Lamya,,
lastFM_9319,Contrast,Recall IV,,
lastFM_9321,- new - Diverse Recourse,Joe Beats,"[""Don't FrontÃ¢â‚¬Â¦"", 'Live My Life', 'Me Talk Pretty', 'Slivers', 'Doing The Nothing', 'Sleep Or Bust', 'Caught Up', 'Friday Afternoon', 'Hellfire (remix)', 'Pour Me One', 'Big Eyed Son', 'The Buzz Off', 'Merc Ret', 'Spikes For The Punch Bowl', 'Indian Summer', 'Cutie Pie', 'ETA', 'Fade']",2971.0
lastFM_9323,Body Talk,S. Bryant,,
lastFM_9336,Judgement Come,Slimmah S.,,
lastFM_9339,Singles,Alison M.,"['The First Time Ever I Saw Your Face', 'Only You', ""Nobody's Diary"", 'Winter Kills', 'Situation', 'Situation', 'Love Resurrection', 'All Cried Out', 'Invisible', 'That Ole Devil Called Love', 'Weak in the Presence of Beauty', 'Ordinary Girl', 'Love Letters', ""It Won't Be Long"", 'This House', 'Falling', 'Whispering Your Name', 'Ode To Boy II', 'Solid Wood', 'Getting Into Something (Live)', 'Love Letters (Live)', 'All Cried Out (Live)', 'Dorothy (Live)', 'Falling (Live)', 'Ode To Boy (Live)', ""Nobody's Diary (Live)"", 'Whispering Your Name (Live)', 'There Are Worse Things I Could Do (Live)']",5897.0
lastFM_9340,Girlfriend /,Blackstreet,,
lastFM_9344,Salad,Cheer-Accident,"['Graphic Depression', 'Graphic Depression']",112.0
lastFM_9348,[explicit] Beyond,Herb Alpert,,
lastFM_9364,Memoirs of the Elephant Man,Busdriver,"['Intro', 'Neva Bite the Hand That Serves You', ""I won't Dance feat. Riddlore"", 'Overshadow', 'Painkillas', 'Most Likely', 'L.A.cZars feat. 2Mex', 'Night of the Living Dead feat.', 'Mythic Proportions feat. AvA', ""Everybody's Styling"", 'Get on the Bus feat. Abastract']",1265.0
lastFM_9366,Just An Illusion / Burning Up /  Talk,Imagination,,
lastFM_9367,*popular* Homesickness,You Fantastic!,"['Friendless', 'Songless', 'Mono', 'Subtraction', 'Muted', 'Phoneless', ""Cicero's"", 'July', 'Retraction', 'Speaken', 'Memphis', 'Chronic', 'Start', 'Aachen', 'Sickless', 'January', 'March', 'Louisville', 'Homeless', 'Slowly']",3416.0
lastFM_9368,Rockin' to the Music,Black Box,"[""Rockin' To The Music (Organ Mix)"", ""Rockin' To The Music (Lelewel Freak Mix)"", ""Rockin' To Music (Acapella)""]",838.0
lastFM_9369,Nowhere Left  Run,T. Outcasts,"['Nowhere left to Run', 'Ruby']",351.0
lastFM_9373,Fearless,Lamat,"['Alien Invasion', 'Fearless', 'Fenix']",1593.0
lastFM_9374,Signifyin' Breaks,DJ Signify,"['[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]', '[Untitled]']",3588.0
lastFM_9375,Bastard,M. Srdenovic,,
lastFM_9377,Secrets From The Future,M. Frontalot,"['Secrets From The Future', ""You Got Asperger's"", ""Livin' At The Corner Of Dude & Catastrophe"", 'Bizarro Genius Baby', 'I Hate Your Blog', 'It Is Pitch Dark']",1630.0
lastFM_9401,HIDALGO -  I Want a Girlfriend,HIDALGO,"['Slave Day', 'Go Go Go', 'Musiclove', 'fear loads trouble', 'Spider', 'Girlfriend', 'Father & Daughter']",1684.0
lastFM_9403,[explicit] Dangerous,Conroy S.,,
lastFM_9409,Waxworks: Some Singles 1977-1982,XTC,"['Science Friction', 'Statue Of Liberty', 'This Is Pop', 'Are You Receiving Me', 'Life Begins At The Hop (2001 Digital Remaster)', 'Making Plans for Nigel', 'Wait Till Your Boat Goes Down', 'Generals And Majors', 'Towers Of London (2001 Digital Remaster)', 'Sgt. Rock (Is Going To Help Me)', 'Senses Working Overtime']",2473.0
lastFM_9417,The Singles Collection,The Nolans,,
lastFM_9425,Hypnotize,Laidback Luke,,
lastFM_9432,The Conduit,Jarboe,"['Conduit 1', 'Conduit 2', 'Conduit 4', 'Conduit 5', 'Conduit 6', 'Conduit 7', 'Conduit 8', 'Conduit 9', 'Conduit 11']",3918.0
lastFM_9436,The Singles 81 - 85,Depeche M.,,
lastFM_9437,We Ride (I See The Future),Mary J. Blige,"['We Ride (I See The Future)', 'Be Without You (Moto Blanco Vocal Mix)']",757.0
lastFM_9440,Profound Echoes of the End,B. Death Ritual,"['Underneath', 'Cease the Triumph of Light', 'Desolate and Dead', 'I Bleed Thy Black Blood', 'Temple of Black Holocaust', 'Inner Siege', 'Preferred Solitude']",2198.0
lastFM_9458,Black 4. -  Trouble in the Land,Black 4.,"['Trouble in the Land', 'Those Saints', 'Delirious', 'Bobby Kennedy', 'Tramps Heartbreak', 'Bodhrans On the Brain', ""I Got Laid On James Joyce's Grave"", 'Susan Falls Apart', 'Desperate', ""Fallin' Off the Edge of America"", 'Touched by Fire', 'Blood Is Thicker Than Water']",3420.0
lastFM_9460,King Size Brothers,Velours Perfect,"['All the Way', 'Tooogether', 'God of techno', 'We Have Machine', 'Melodic', 'Indian cowboys', 'Aquarium', 'Window', 'I want kebab', 'Space planet', 'Boy in Nougat (last fm exclusive)']",3592.0
lastFM_9468,- new - Three Times the Music,Aleksi E.,"['Three Times the Music, Part 2: Ocean', 'The Drive', 'Quiet Place', 'Traffic Lights are Tomato, Orange and Kiwi', ""Bright's Polka""]",1481.0
lastFM_9475,The Funeral Pudding,Thinking Fellers Union Local 2.,"['Waited Too Long', 'Flames Up', 'Firing Squad', '***', '23 Kings Crossing', 'Heavy Head', 'Give Me Back My Golden Arm', 'Sidewinder', 'The Invitation']",1821.0
lastFM_9476,Ascension,Robedoor,"['Fog Of God', 'Conjurer Worm', 'Sleep Halo']",2417.0
lastFM_9483,Journey to a Nightmare,Shamall,"['Turning Point', 'Journey to a Nightmare (all parts)', 'Nothing to say', 'April 23rd', 'Falcons fly', 'Dancing Dew', ""'Til Five""]",2908.0
lastFM_9500,- new - Unheard spaces,P. Samartzis,"['Absence and Presence, Part 1', 'Absence and Presence, Part 2', 'Absence and Presence, Part 3', 'Absence and Presence, Part 4', 'Absence and Presence, Part 5', 'Unheard Spaces, Part 1', 'Unheard Spaces, Part 2', 'Unheard Spaces, Part 3', 'Unheard Spaces, Part 4', 'Unheard Spaces, Part 5']",4038.0
lastFM_9501,On The Dancefloor,DJ Disciple,,
lastFM_9503,Traveller EP,Monomachine,,
lastFM_9505,Back to Black,The Rumble Strips,,
lastFM_9509,To The Future / Just Because You Walk Away,Electrosoul System,"['To The Future', 'Just Because You Walk Away']",747.0
lastFM_9510,Berio Beyond Necropsy,Roberto Maldoror Manfredini,"['Sequenza I', 'Sequenza II', 'Sequenza IV', 'Sequenza V']",1285.0
lastFM_9511,California Livin',Mac Dre,"['Da Gift To Gab', 'Times R Gettin Crazy', ""California Livin' (Instrumental)""]",983.0
lastFM_9522,Puerile,W. Sisters,,
lastFM_9525,O Fantasma Da Ãƒâ€œpera,Orlando P. Orchestra,,
lastFM_9529,Love Resurrection  Version),Alison M.,,
lastFM_9530,Just  A Day,Angel Ace,Hipnotic Water,470.0
lastFM_9536,California Dreamin',Hi-Standard,"[""California Dreamin'"", 'Lonely', 'Wait for the Sun']",421.0
lastFM_9538,Blade Runner / Escape From New York,B-Born,,
lastFM_9555,"torn  broken, shadowed or dark, cast off all doubts and ride the flames to freedom",Ghost to Falco,"['First', 'Second', 'Third', 'Fourth', 'Fifth']",1803.0
lastFM_9559,Continuum,IXOHOXI,,
lastFM_9560,On Funeral Wings,Runemagick,"['Monolithic Death', 'Rise of the Second Moon', 'On Funeral Wings', 'Dragon of Doom', 'Hyperion', 'Ocean Demon', 'Emperor of the Underworld', 'Trifid Nebula', 'The Doomsday Scythe', 'Riders of Endtime', 'In a Darkened Tomb', 'Black Star Abyss', 'Wizard With the Magick Runes']",4423.0
lastFM_9562,Electronic Rocka,T. Tower Connection,,
lastFM_9566,Feel The Music  The Bass),Double Trouble,,
lastFM_9569,And The Spiritual Committee,Valerio Cosi,"['defocusing', 'a burning om', 'evening over the hill']",1866.0
lastFM_9572,T. MacKenzie -  Spiorad (Spirit),T. MacKenzie,,
lastFM_9586,Daydreaming,Henrik Bach Petersen,,
lastFM_9589,Beyond,Weirdo,,
lastFM_9613,Haare -  Electronic Psychosis,Haare,,
lastFM_9623,The Republic  Spider,S. Snee,,
lastFM_9646,Sunrise In Boka,Krivi,,
lastFM_9647,Gemini Soul,Jay Tripwire,"['Absorb', 'Body to Body', 'Move Like Water', 'Call and Answer', 'Denman Place', 'English Bay', 'How We Used To Do It', 'Sagittarius', 'The Evil That Men Do', 'Tokyo Space Noodles', ""U Can't Do That On NT"", 'Gemini Soul', 'Dope Groove']",3156.0
lastFM_9651,Carnavas,Silversun Pickups,"['Melatonin', 'Well Thought Out Twinkles', 'Checkered Floor', ""Little Lover's So Polite"", 'Future Foe Scenarios', 'Waste It On', 'Rusted Wheel', 'Dream At Tempo 119', 'Three Seed', 'Common Reactor']",3002.0
lastFM_9654,Voodoo,Warrior,,
lastFM_9660,Monomachine -  Bomb Jack / Ghost N Goblins,Monomachine,,
lastFM_9662,Conditions For A Piece  Music,Ultralyd,"['Saprochord', 'Pentassonance II', 'Comphonie III', 'Low Waist', 'DÃƒÂ©bitage', 'Comphonie V', 'Conditions for a piece of music', 'Musica Imperativa', 'Figurae', 'Comphonie IV', 'Pentassonance I', 'Pentassonance III']",3124.0
lastFM_9687,Plastic Bertrand -  TÃƒÂ©lÃƒÂ©phone ÃƒÂ  tÃƒÂ©lÃƒÂ©phone mon bijou / Stop ou encore,Plastic Bertrand,"['TÃƒÂ©lÃƒÂ©phone ÃƒÂ\xa0 TÃƒÂ©lÃƒÂ©phone Mon Bijou', 'Stop ou encore']",406.0
lastFM_9688,Apocalyptic Butterfly,Myrmidon P.,"['Transphasic', 'Purple Velvet', 'System Crash', 'The Trap', 'Wasteland', '1011001110010', 'After Conflict', 'Escape To Life', 'Et Spiritus Sancti', '1011001110010 (smtpd mix)', 'After Conflict (dash mix)', 'System Crash (full failure mix)']",4356.0
lastFM_9701,In the Meantime,The Railway Children,,
lastFM_9708,Album: Blackout,Solano,"['Knock Out', 'Go For Gold', 'Fruiti Blanche', 'Hold The Line', 'Dancing Shoes', 'Rush Hour', 'Sundried', 'Tiger Prawns', 'Defense']",4613.0
lastFM_9716,Nightmare Walkin,Toxen,,
