"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] DateComparator(date) record1Value","[0] DateComparator(date) record2Value","[0] DateComparator(date) record1PreprocessedValue","[0] DateComparator(date) record2PreprocessedValue","[0] DateComparator(date) similarity","[0] DateComparator(date) postproccesedSimilarity","[1] StringComparator(actors_actor_name, jaccard) record1Value","[1] StringComparator(actors_actor_name, jaccard) record2Value","[1] StringComparator(actors_actor_name, jaccard) record1PreprocessedValue","[1] StringComparator(actors_actor_name, jaccard) record2PreprocessedValue","[1] StringComparator(actors_actor_name, jaccard) similarity","[1] StringComparator(actors_actor_name, jaccard) postproccesedSimilarity","[2] StringComparator(title, jaccard) record1Value","[2] StringComparator(title, jaccard) record2Value","[2] StringComparator(title, jaccard) record1PreprocessedValue","[2] StringComparator(title, jaccard) record2PreprocessedValue","[2] StringComparator(title, jaccard) similarity","[2] StringComparator(title, jaccard) postproccesedSimilarity"
"RuleBasedMatcher","actors_40","golden_globes_1860","0.0","","1968-01-01","1973-01-01","1968-01-01","1973-01-01","0.0","0.0","Katharine Hepburn","['Liza Minnelli', 'Marisa Berenson', 'Joel Grey']","Katharine Hepburn","['Liza Minnelli', 'Marisa Berenson', 'Joel Grey']","0.0","0.0","Guess Who�s Coming to Dinner","Cabaret","guess who�s coming to dinner","cabaret","0.0","0.0"
"RuleBasedMatcher","actors_40","golden_globes_932","0.0","","1968-01-01","1993-01-01","1968-01-01","1993-01-01","0.0","0.0","Katharine Hepburn","['Billy Crystal', 'David Paymer']","Katharine Hepburn","['Billy Crystal', 'David Paymer']","0.0","0.0","Guess Who�s Coming to Dinner","Mr. Saturday Night","guess who�s coming to dinner","mr. saturday night","0.0","0.0"
"RuleBasedMatcher","actors_40","golden_globes_2173","0.0","","1968-01-01","1959-01-01","1968-01-01","1959-01-01","0.0","0.0","Katharine Hepburn","Danny Kaye","katharine hepburn","danny kaye","0.0","0.0","Guess Who�s Coming to Dinner","Me and The Colonel","guess who�s coming to dinner","me and the colonel","0.0","0.0"
"RuleBasedMatcher","actors_40","golden_globes_424","0.0","","1968-01-01","2003-01-01","1968-01-01","2003-01-01","0.0","0.0","Katharine Hepburn","Nia Vardalos","katharine hepburn","nia vardalos","0.0","0.0","Guess Who�s Coming to Dinner","My Big Fat Greek Wedding","guess who�s coming to dinner","my big fat greek wedding","0.0","0.0"
"RuleBasedMatcher","actors_40","golden_globes_1237","0.0","","1968-01-01","1987-01-01","1968-01-01","1987-01-01","0.0","0.0","Katharine Hepburn","Sigourney Weaver","katharine hepburn","sigourney weaver","0.0","0.0","Guess Who�s Coming to Dinner","Aliens","guess who�s coming to dinner","aliens","0.0","0.0"
"RuleBasedMatcher","actors_40","golden_globes_891","0.0","","1968-01-01","1994-01-01","1968-01-01","1994-01-01","0.0","0.0","Katharine Hepburn","Sela Ward","katharine hepburn","sela ward","0.0","0.0","Guess Who�s Coming to Dinner","Sisters","guess who�s coming to dinner","sisters","0.0","0.0"
"RuleBasedMatcher","actors_40","golden_globes_674","0.0","","1968-01-01","1998-01-01","1968-01-01","1998-01-01","0.0","0.0","Katharine Hepburn","['Julia Roberts', 'Rupert Everett']","Katharine Hepburn","['Julia Roberts', 'Rupert Everett']","0.0","0.0","Guess Who�s Coming to Dinner","My Best Friend's Wedding","guess who�s coming to dinner","my best friend's wedding","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1979","0.8999999999999999","","1969-01-01","1969-01-01","1969-01-01","1969-01-01","1.0","1.0","Barbra Streisand","","barbra streisand","","0.0","0.0","Funny Girl","Funny Girl","funny girl","funny girl","1.0","1.0"
"RuleBasedMatcher","actors_41","golden_globes_1743","0.27777777777777773","","1969-01-01","1976-01-01","1969-01-01","1976-01-01","0.0","0.0","Barbra Streisand","['Barbra Streisand', 'James Caan']","Barbra Streisand","['Barbra Streisand', 'James Caan']","0.5","0.5","Funny Girl","Funny Lady","funny girl","funny lady","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_41","golden_globes_1136","0.1111111111111111","","1969-01-01","1989-01-01","1969-01-01","1989-01-01","0.0","0.0","Barbra Streisand","['Melanie Griffith', 'Sigourney Weaver']","Barbra Streisand","['Melanie Griffith', 'Sigourney Weaver']","0.0","0.0","Funny Girl","Working Girl","funny girl","working girl","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_41","golden_globes_580","0.0","","1969-01-01","2000-01-01","1969-01-01","2000-01-01","0.0","0.0","Barbra Streisand","Angelina Jolie","barbra streisand","angelina jolie","0.0","0.0","Funny Girl","Girl, Interrupted","funny girl","girl, interrupted","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_412","0.1111111111111111","","1969-01-01","2004-01-01","1969-01-01","2004-01-01","0.0","0.0","Barbra Streisand","['Troy Garity', 'Lee Pace']","Barbra Streisand","['Troy Garity', 'Lee Pace']","0.0","0.0","Funny Girl","Soldier's Girl","funny girl","soldier's girl","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_41","golden_globes_2007","0.1111111111111111","0","1969-01-01","1967-01-01","1969-01-01","1967-01-01","0.0","0.0","Barbra Streisand","Alan Bates","barbra streisand","alan bates","0.0","0.0","Funny Girl","Georgy Girl","funny girl","georgy girl","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_41","golden_globes_2043","0.0","","1969-01-01","1965-01-01","1969-01-01","1965-01-01","0.0","0.0","Barbra Streisand","['Rex Harrison', 'Stanley Holloway']","Barbra Streisand","['Rex Harrison', 'Stanley Holloway']","0.0","0.0","Funny Girl","My Fair Lady","funny girl","my fair lady","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_2216","0.0","","1969-01-01","1955-01-01","1969-01-01","1955-01-01","0.0","0.0","Barbra Streisand","Grace Kelly","barbra streisand","grace kelly","0.0","0.0","Funny Girl","Country Girl, The","funny girl","country girl, the","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1742","0.0","","1969-01-01","1976-01-01","1969-01-01","1976-01-01","0.0","0.0","Barbra Streisand","Liza Minnelli","barbra streisand","liza minnelli","0.0","0.0","Funny Girl","Lucky Lady","funny girl","lucky lady","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1033","0.0","","1969-01-01","1991-01-01","1969-01-01","1991-01-01","0.0","0.0","Barbra Streisand","['Julia Roberts', 'Richard Gere', 'Hector Elizondo']","Barbra Streisand","['Julia Roberts', 'Richard Gere', 'Hector Elizondo']","0.0","0.0","Funny Girl","Pretty Woman","funny girl","pretty woman","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1058","0.0","","1969-01-01","1991-01-01","1969-01-01","1991-01-01","0.0","0.0","Barbra Streisand","Katey Sagal","barbra streisand","katey sagal","0.0","0.0","Funny Girl","Married","funny girl","married","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1003","0.0","","1969-01-01","1992-01-01","1969-01-01","1992-01-01","0.0","0.0","Barbra Streisand","['Katey Sagal', "Ed O'Neill"]","Barbra Streisand","['Katey Sagal', "Ed O'Neill"]","0.0","0.0","Funny Girl","Married","funny girl","married","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_899","0.0","","1969-01-01","1994-01-01","1969-01-01","1994-01-01","0.0","0.0","Barbra Streisand","Katey Sagal","barbra streisand","katey sagal","0.0","0.0","Funny Girl","Married","funny girl","married","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_951","0.0","","1969-01-01","1993-01-01","1969-01-01","1993-01-01","0.0","0.0","Barbra Streisand","['Katey Sagal', "Ed O'Neill"]","Barbra Streisand","['Katey Sagal', "Ed O'Neill"]","0.0","0.0","Funny Girl","Married","funny girl","married","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_808","0.0","","1969-01-01","1996-01-01","1969-01-01","1996-01-01","0.0","0.0","Barbra Streisand","['Melanie Griffith', 'Sam Elliott']","Barbra Streisand","['Melanie Griffith', 'Sam Elliott']","0.0","0.0","Funny Girl","Buffalo Girls","funny girl","buffalo girls","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1705","0.0","","1969-01-01","1977-01-01","1969-01-01","1977-01-01","0.0","0.0","Barbra Streisand","['Susan Blakely', 'Nick Nolte', 'Peter Strauss', 'Josette Banzet', 'Ed Asner']","Barbra Streisand","['Susan Blakely', 'Nick Nolte', 'Peter Strauss', 'Josette Banzet', 'Ed Asner']","0.0","0.0","Funny Girl","Rich Man, Poor Man","funny girl","rich man, poor man","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_305","0.05555555555555555","","1969-01-01","2006-01-01","1969-01-01","2006-01-01","0.0","0.0","Barbra Streisand","['Kelly MacDonald', 'Bill Nighy']","Barbra Streisand","['Kelly MacDonald', 'Bill Nighy']","0.0","0.0","Funny Girl","Girl In The Caf�, The","funny girl","girl in the caf�, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_41","golden_globes_1657","0.0","","1969-01-01","1978-01-01","1969-01-01","1978-01-01","0.0","0.0","Barbra Streisand","['Marsha Mason', 'Richard Dreyfuss', 'Quinn Cummings']","Barbra Streisand","['Marsha Mason', 'Richard Dreyfuss', 'Quinn Cummings']","0.0","0.0","Funny Girl","Goodbye Girl, The","funny girl","goodbye girl, the","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1622","0.0","","1969-01-01","1979-01-01","1969-01-01","1979-01-01","0.0","0.0","Barbra Streisand","George C. Scott","barbra streisand","george c. scott","0.0","0.0","Funny Girl","Movie, Movie","funny girl","movie, movie","0.0","0.0"
"RuleBasedMatcher","actors_41","golden_globes_1751","0.0","","1969-01-01","1976-01-01","1969-01-01","1976-01-01","0.0","0.0","Barbra Streisand","Rosemary Harris","barbra streisand","rosemary harris","0.0","0.0","Funny Girl","Notorious Woman","funny girl","notorious woman","0.0","0.0"
"RuleBasedMatcher","actors_42","golden_globes_352","0.26666666666666666","","1969-01-01","2005-01-01","1969-01-01","2005-01-01","0.0","0.0","Katharine Hepburn","['Glenn Close', 'Patrick Stewart']","Katharine Hepburn","['Glenn Close', 'Patrick Stewart']","0.0","0.0","The Lion in Winter","Lion In Winter (2004), The","the lion in winter","lion in winter (2004), the","0.8","0.8"
"RuleBasedMatcher","actors_42","golden_globes_1963","0.7933333333333333","1","1969-01-01","1969-01-01","1969-01-01","1969-01-01","1.0","1.0","Katharine Hepburn","['Katharine Hepburn', "Peter O'Toole", 'Jane Morrow']","Katharine Hepburn","['Katharine Hepburn', "Peter O'Toole", 'Jane Morrow']","0.3333333333333333","0.3333333333333333","The Lion in Winter","Lion In Winter (1969), The","the lion in winter","lion in winter (1969), the","0.8","0.8"
"RuleBasedMatcher","actors_42","golden_globes_3","0.0","","1969-01-01","2011-01-01","1969-01-01","2011-01-01","0.0","0.0","Katharine Hepburn","Jennifer Lawrence","katharine hepburn","jennifer lawrence","0.0","0.0","The Lion in Winter","Winter's Bone","the lion in winter","winter's bone","0.0","0.0"
"RuleBasedMatcher","actors_42","golden_globes_1312","0.0","","1969-01-01","1986-01-01","1969-01-01","1986-01-01","0.0","0.0","Katharine Hepburn","['Gena Rowlands', 'Sylvia Sidney']","Katharine Hepburn","['Gena Rowlands', 'Sylvia Sidney']","0.0","0.0","The Lion in Winter","an Early Frost","the lion in winter","an early frost","0.0","0.0"
"RuleBasedMatcher","actors_42","golden_globes_680","0.05555555555555555","","1969-01-01","1998-01-01","1969-01-01","1998-01-01","0.0","0.0","Katharine Hepburn","Sigourney Weaver","katharine hepburn","sigourney weaver","0.0","0.0","The Lion in Winter","Ice Storm, The","the lion in winter","ice storm, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_42","golden_globes_1745","0.037037037037037035","","1969-01-01","1976-01-01","1969-01-01","1976-01-01","0.0","0.0","Katharine Hepburn","Peter Sellers","katharine hepburn","peter sellers","0.0","0.0","The Lion in Winter","Return Of The Pink Panther, The","the lion in winter","return of the pink panther, the","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_42","golden_globes_531","0.0","","1969-01-01","2001-01-01","1969-01-01","2001-01-01","0.0","0.0","Katharine Hepburn","","katharine hepburn","","0.0","0.0","The Lion in Winter","Crouching Tiger, Hidden Dragon","the lion in winter","crouching tiger, hidden dragon","0.0","0.0"
"RuleBasedMatcher","actors_42","golden_globes_2045","0.05555555555555555","","1969-01-01","1965-01-01","1969-01-01","1965-01-01","0.0","0.0","Katharine Hepburn","Peter Sellers","katharine hepburn","peter sellers","0.0","0.0","The Lion in Winter","Pink Panther, The","the lion in winter","pink panther, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_42","golden_globes_2032","0.06666666666666667","","1969-01-01","1966-01-01","1969-01-01","1966-01-01","0.0","0.0","Katharine Hepburn","Oskar Werner","katharine hepburn","oskar werner","0.0","0.0","The Lion in Winter","Spy Who Came In From The Cold, The","the lion in winter","spy who came in from the cold, the","0.2","0.2"
"RuleBasedMatcher","actors_42","golden_globes_1389","0.05555555555555555","","1969-01-01","1984-01-01","1969-01-01","1984-01-01","0.0","0.0","Katharine Hepburn","Richard Farnsworth","katharine hepburn","richard farnsworth","0.0","0.0","The Lion in Winter","Grey Fox, The","the lion in winter","grey fox, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_42","golden_globes_365","0.0","","1969-01-01","2004-01-01","1969-01-01","2004-01-01","0.0","0.0","Katharine Hepburn","['Nicole Kidman', 'Jude Law', 'Ren�e Zellweger']","Katharine Hepburn","['Nicole Kidman', 'Jude Law', 'Ren�e Zellweger']","0.0","0.0","The Lion in Winter","Cold Mountain","the lion in winter","cold mountain","0.0","0.0"
"RuleBasedMatcher","actors_42","golden_globes_570","0.06666666666666667","","1969-01-01","2000-01-01","1969-01-01","2000-01-01","0.0","0.0","Katharine Hepburn","Denzel Washington","katharine hepburn","denzel washington","0.0","0.0","The Lion in Winter","Hurricane, The","the lion in winter","hurricane, the","0.2","0.2"
"RuleBasedMatcher","actors_42","golden_globes_1814","0.05555555555555555","","1969-01-01","1974-01-01","1969-01-01","1974-01-01","0.0","0.0","Katharine Hepburn","['Jack Lemmon', 'Jack Gilford']","Katharine Hepburn","['Jack Lemmon', 'Jack Gilford']","0.0","0.0","The Lion in Winter","Save The Tiger","the lion in winter","save the tiger","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_42","golden_globes_1812","0.047619047619047616","","1969-01-01","1974-01-01","1969-01-01","1974-01-01","0.0","0.0","Katharine Hepburn","['Joanne Woodward', 'Sylvia Sidney', 'Martin Balsam']","Katharine Hepburn","['Joanne Woodward', 'Sylvia Sidney', 'Martin Balsam']","0.0","0.0","The Lion in Winter","Summer Wishes, Winter Dreams","the lion in winter","summer wishes, winter dreams","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_42","golden_globes_1985","0.06666666666666667","","1969-01-01","1968-01-01","1969-01-01","1968-01-01","0.0","0.0","Katharine Hepburn","Anne Heywood","katharine hepburn","anne heywood","0.0","0.0","The Lion in Winter","Fox, The","the lion in winter","fox, the","0.2","0.2"
"RuleBasedMatcher","actors_42","golden_globes_2009","0.037037037037037035","","1969-01-01","1967-01-01","1969-01-01","1967-01-01","0.0","0.0","Katharine Hepburn","Lionel Jeffries","katharine hepburn","lionel jeffries","0.0","0.0","The Lion in Winter","Spy With a Cold Nose, The","the lion in winter","spy with a cold nose, the","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_42","golden_globes_2249","0.05555555555555555","","1969-01-01","1952-01-01","1969-01-01","1952-01-01","0.0","0.0","Katharine Hepburn","Thelma Ritter","katharine hepburn","thelma ritter","0.0","0.0","The Lion in Winter","Mating Season, The","the lion in winter","mating season, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_42","golden_globes_1296","0.047619047619047616","","1969-01-01","1986-01-01","1969-01-01","1986-01-01","0.0","0.0","Katharine Hepburn","John Lone","katharine hepburn","john lone","0.0","0.0","The Lion in Winter","Year Of The Dragon","the lion in winter","year of the dragon","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_42","golden_globes_266","0.0","","1969-01-01","2006-01-01","1969-01-01","2006-01-01","0.0","0.0","Katharine Hepburn","['Russell Crowe', 'Paul Giamatti']","Katharine Hepburn","['Russell Crowe', 'Paul Giamatti']","0.0","0.0","The Lion in Winter","Cinderella Man","the lion in winter","cinderella man","0.0","0.0"
"RuleBasedMatcher","actors_42","golden_globes_661","0.041666666666666664","","1969-01-01","1998-01-01","1969-01-01","1998-01-01","0.0","0.0","Katharine Hepburn","Helena Bonham Carter","katharine hepburn","helena bonham carter","0.0","0.0","The Lion in Winter","Wings Of The Dove, The","the lion in winter","wings of the dove, the","0.125","0.125"
"RuleBasedMatcher","actors_43","golden_globes_1950","0.7999999999999999","1","1970-01-01","1970-01-01","1970-01-01","1970-01-01","1.0","1.0","Maggie Smith","Maggie Smith","maggie smith","maggie smith","1.0","1.0","The Prime of Miss Jean Brodie","Prime Of Miss Jean Brodie, The","the prime of miss jean brodie","prime of miss jean brodie, the","0.7142857142857143","0.7142857142857143"
"RuleBasedMatcher","actors_43","golden_globes_220","0.047619047619047616","","1970-01-01","2007-01-01","1970-01-01","2007-01-01","0.0","0.0","Maggie Smith","Ren�e Zellweger","maggie smith","ren�e zellweger","0.0","0.0","The Prime of Miss Jean Brodie","Miss Potter","the prime of miss jean brodie","miss potter","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_43","golden_globes_1292","0.0","","1970-01-01","1986-01-01","1970-01-01","1986-01-01","0.0","0.0","Maggie Smith","['Kathleen Turner', 'Jack Nicholson', 'Anjelica Huston']","Maggie Smith","['Kathleen Turner', 'Jack Nicholson', 'Anjelica Huston']","0.0","0.0","The Prime of Miss Jean Brodie","Prizzi's Honor","the prime of miss jean brodie","prizzi's honor","0.0","0.0"
"RuleBasedMatcher","actors_43","golden_globes_519","0.047619047619047616","","1970-01-01","2001-01-01","1970-01-01","2001-01-01","0.0","0.0","Maggie Smith","Sandra Bullock","maggie smith","sandra bullock","0.0","0.0","The Prime of Miss Jean Brodie","Miss Congeniality","the prime of miss jean brodie","miss congeniality","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_43","golden_globes_960","0.041666666666666664","","1970-01-01","1993-01-01","1970-01-01","1993-01-01","0.0","0.0","Maggie Smith","['Kyra Sedgwick', 'Amanda Plummer']","Maggie Smith","['Kyra Sedgwick', 'Amanda Plummer']","0.0","0.0","The Prime of Miss Jean Brodie","Miss Rose White","the prime of miss jean brodie","miss rose white","0.125","0.125"
"RuleBasedMatcher","actors_43","golden_globes_2198","0.0","","1970-01-01","1957-01-01","1970-01-01","1957-01-01","0.0","0.0","Maggie Smith","['Ingrid Bergman', 'Helen Hayes']","Maggie Smith","['Ingrid Bergman', 'Helen Hayes']","0.0","0.0","The Prime of Miss Jean Brodie","Anastasia","the prime of miss jean brodie","anastasia","0.0","0.0"
"RuleBasedMatcher","actors_43","golden_globes_49","0.041666666666666664","","1970-01-01","2010-01-01","1970-01-01","2010-01-01","0.0","0.0","Maggie Smith","Emily Blunt","maggie smith","emily blunt","0.0","0.0","The Prime of Miss Jean Brodie","Young Victoria, The","the prime of miss jean brodie","young victoria, the","0.125","0.125"
"RuleBasedMatcher","actors_43","golden_globes_662","0.0","","1970-01-01","1998-01-01","1970-01-01","1998-01-01","0.0","0.0","Maggie Smith","Judi Dench","maggie smith","judi dench","0.0","0.0","The Prime of Miss Jean Brodie","Mrs Brown","the prime of miss jean brodie","mrs brown","0.0","0.0"
"RuleBasedMatcher","actors_43","golden_globes_750","0.037037037037037035","","1970-01-01","1997-01-01","1970-01-01","1997-01-01","0.0","0.0","Maggie Smith","['Ashley Judd', 'Mira Sorvino']","Maggie Smith","['Ashley Judd', 'Mira Sorvino']","0.0","0.0","The Prime of Miss Jean Brodie","Norma Jean and Marilyn","the prime of miss jean brodie","norma jean and marilyn","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_43","golden_globes_490","0.037037037037037035","","1970-01-01","2002-01-01","1970-01-01","2002-01-01","0.0","0.0","Maggie Smith","['Jane Kaczmarek', 'Frankie Muniz']","Maggie Smith","['Jane Kaczmarek', 'Frankie Muniz']","0.0","0.0","The Prime of Miss Jean Brodie","Malcolm In The Middle","the prime of miss jean brodie","malcolm in the middle","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_43","golden_globes_542","0.037037037037037035","","1970-01-01","2001-01-01","1970-01-01","2001-01-01","0.0","0.0","Maggie Smith","['Jane Kaczmarek', 'Frankie Muniz']","Maggie Smith","['Jane Kaczmarek', 'Frankie Muniz']","0.0","0.0","The Prime of Miss Jean Brodie","Malcolm In The Middle","the prime of miss jean brodie","malcolm in the middle","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_43","golden_globes_441","0.037037037037037035","","1970-01-01","2003-01-01","1970-01-01","2003-01-01","0.0","0.0","Maggie Smith","['Jane Kaczmarek', 'Bryan Cranston']","Maggie Smith","['Jane Kaczmarek', 'Bryan Cranston']","0.0","0.0","The Prime of Miss Jean Brodie","Malcolm In The Middle","the prime of miss jean brodie","malcolm in the middle","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_43","golden_globes_527","0.0","","1970-01-01","2001-01-01","1970-01-01","2001-01-01","0.0","0.0","Maggie Smith","['Kate Hudson', 'Frances McDormand']","Maggie Smith","['Kate Hudson', 'Frances McDormand']","0.0","0.0","The Prime of Miss Jean Brodie","Almost Famous","the prime of miss jean brodie","almost famous","0.0","0.0"
"RuleBasedMatcher","actors_43","golden_globes_251","0.07407407407407407","","1970-01-01","2007-01-01","1970-01-01","2007-01-01","0.0","0.0","Maggie Smith","Helen Mirren","maggie smith","helen mirren","0.0","0.0","The Prime of Miss Jean Brodie","Prime Suspect: The Final Act","the prime of miss jean brodie","prime suspect: the final act","0.2222222222222222","0.2222222222222222"
"RuleBasedMatcher","actors_43","golden_globes_1271","0.07407407407407407","","1970-01-01","1987-01-01","1970-01-01","1987-01-01","0.0","0.0","Maggie Smith","['Amy Irving', 'Olivia de Havilland', 'Jan Niklas']","Maggie Smith","['Amy Irving', 'Olivia de Havilland', 'Jan Niklas']","0.0","0.0","The Prime of Miss Jean Brodie","Anastasia: The Mystery Of Anna","the prime of miss jean brodie","anastasia: the mystery of anna","0.2222222222222222","0.2222222222222222"
"RuleBasedMatcher","actors_43","golden_globes_1566","0.0","","1970-01-01","1980-01-01","1970-01-01","1980-01-01","0.0","0.0","Maggie Smith","Sally Field","maggie smith","sally field","0.0","0.0","The Prime of Miss Jean Brodie","Norma Rae","the prime of miss jean brodie","norma rae","0.0","0.0"
"RuleBasedMatcher","actors_43","golden_globes_2222","0.047619047619047616","","1970-01-01","1954-01-01","1970-01-01","1954-01-01","0.0","0.0","Maggie Smith","Spencer Tracy","maggie smith","spencer tracy","0.0","0.0","The Prime of Miss Jean Brodie","Actress, The","the prime of miss jean brodie","actress, the","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_43","golden_globes_2156","0.0","","1970-01-01","1960-01-01","1970-01-01","1960-01-01","0.0","0.0","Maggie Smith","Dean Martin","maggie smith","dean martin","0.0","0.0","The Prime of Miss Jean Brodie","Who Was That Lady","the prime of miss jean brodie","who was that lady","0.0","0.0"
"RuleBasedMatcher","actors_43","golden_globes_703","0.041666666666666664","","1970-01-01","1998-01-01","1970-01-01","1998-01-01","0.0","0.0","Maggie Smith","Alfre Woodard","maggie smith","alfre woodard","0.0","0.0","The Prime of Miss Jean Brodie","Miss Evers' Boys","the prime of miss jean brodie","miss evers' boys","0.125","0.125"
"RuleBasedMatcher","actors_43","golden_globes_217","0.041666666666666664","","1970-01-01","2007-01-01","1970-01-01","2007-01-01","0.0","0.0","Maggie Smith","Toni Collette","maggie smith","toni collette","0.0","0.0","The Prime of Miss Jean Brodie","Little Miss Sunshine","the prime of miss jean brodie","little miss sunshine","0.125","0.125"
"RuleBasedMatcher","actors_44","golden_globes_1910","0.9999999999999999","","1971-01-01","1971-01-01","1971-01-01","1971-01-01","1.0","1.0","Glenda Jackson","Glenda Jackson","glenda jackson","glenda jackson","1.0","1.0","Women In Love","Women In Love","women in love","women in love","1.0","1.0"
"RuleBasedMatcher","actors_44","golden_globes_526","0.06666666666666667","","1971-01-01","2001-01-01","1971-01-01","2001-01-01","0.0","0.0","Glenda Jackson","Mel Gibson","glenda jackson","mel gibson","0.0","0.0","Women In Love","What Women Want","women in love","what women want","0.2","0.2"
"RuleBasedMatcher","actors_44","golden_globes_1911","0.4166666666666667","","1971-01-01","1971-01-01","1971-01-01","1971-01-01","1.0","1.0","Glenda Jackson","['Ali MacGraw', "Ryan O'Neal", 'John Marley']","Glenda Jackson","['Ali MacGraw', "Ryan O'Neal", 'John Marley']","0.0","0.0","Women In Love","Love Story","women in love","love story","0.25","0.25"
"RuleBasedMatcher","actors_44","golden_globes_1226","0.13333333333333333","","1971-01-01","1988-01-01","1971-01-01","1988-01-01","0.0","0.0","Glenda Jackson","James Woods","glenda jackson","james woods","0.0","0.0","Women In Love","In Love and War","women in love","in love and war","0.4","0.4"
"RuleBasedMatcher","actors_44","golden_globes_924","0.0","","1971-01-01","1993-01-01","1971-01-01","1993-01-01","0.0","0.0","Glenda Jackson","['Al Pacino', "Chris O'Donnell"]","Glenda Jackson","['Al Pacino', "Chris O'Donnell"]","0.0","0.0","Women In Love","Scent Of a Woman","women in love","scent of a woman","0.0","0.0"
"RuleBasedMatcher","actors_44","golden_globes_874","0.037037037037037035","","1971-01-01","1994-01-01","1971-01-01","1994-01-01","0.0","0.0","Glenda Jackson","Angela Bassett","glenda jackson","angela bassett","0.0","0.0","Women In Love","What's Love Got To Do With It","women in love","what's love got to do with it","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_44","golden_globes_1531","0.06666666666666667","","1971-01-01","1981-01-01","1971-01-01","1981-01-01","0.0","0.0","Glenda Jackson","Deborah Raffin","glenda jackson","deborah raffin","0.0","0.0","Women In Love","Touched By Love","women in love","touched by love","0.2","0.2"
"RuleBasedMatcher","actors_44","golden_globes_967","0.16666666666666666","","1971-01-01","1993-01-01","1971-01-01","1993-01-01","0.0","0.0","Glenda Jackson","Gena Rowlands","glenda jackson","gena rowlands","0.0","0.0","Women In Love","Crazy In Love","women in love","crazy in love","0.5","0.5"
"RuleBasedMatcher","actors_44","golden_globes_623","0.16666666666666666","","1971-01-01","1999-01-01","1971-01-01","1999-01-01","0.0","0.0","Glenda Jackson","['Gwyneth Paltrow', 'Judi Dench', 'Geoffrey Rush']","Glenda Jackson","['Gwyneth Paltrow', 'Judi Dench', 'Geoffrey Rush']","0.0","0.0","Women In Love","Shakespeare In Love","women in love","shakespeare in love","0.5","0.5"
"RuleBasedMatcher","actors_44","golden_globes_2188","0.13333333333333333","","1971-01-01","1958-01-01","1971-01-01","1958-01-01","0.0","0.0","Glenda Jackson","Maurice Chevalier","glenda jackson","maurice chevalier","0.0","0.0","Women In Love","Love In The Afternoon","women in love","love in the afternoon","0.4","0.4"
"RuleBasedMatcher","actors_44","golden_globes_1168","0.0","","1971-01-01","1989-01-01","1971-01-01","1989-01-01","0.0","0.0","Glenda Jackson","Jane Seymour","glenda jackson","jane seymour","0.0","0.0","Women In Love","Woman He Loved, The","women in love","woman he loved, the","0.0","0.0"
"RuleBasedMatcher","actors_44","golden_globes_1578","0.05555555555555555","","1971-01-01","1980-01-01","1971-01-01","1980-01-01","0.0","0.0","Glenda Jackson","George Hamilton","glenda jackson","george hamilton","0.0","0.0","Women In Love","Love at First Bite","women in love","love at first bite","0.16666666666666666","0.16666666666666666"
