forbes_url,company,url,region,business_segment,asset_value,sales_figure
http://www.forbes.com/companies/sk-innovation/,SK Innovation,http://www.forbes.com/companies/sk-innovation/,Korea (Republic of),Oil & Gas Operations,33400000000,60900000000
http://www.forbes.com/companies/te-connectivity/,TE Connectivity,http://www.forbes.com/companies/te-connectivity/,Switzerland,Electronics,18400000000,13500000000
http://www.forbes.com/companies/ecolab/,Ecolab,http://www.forbes.com/companies/ecolab/,United States of America,Specialized Chemicals,19600000000,13300000000
http://www.forbes.com/companies/larsen-toubro/,Larsen & Toubro,http://www.forbes.com/companies/larsen-toubro/,India,Construction Services,26700000000,13500000000
http://www.forbes.com/companies/gree-electric-appliances/,Gree Electric Appliances,http://www.forbes.com/companies/gree-electric-appliances/,China,Household Appliances,21200000000,17900000000
http://www.forbes.com/companies/public-service-enterprise/,Public Service Enterprise,http://www.forbes.com/companies/public-service-enterprise/,United States of America,Electric Utilities,32600000000,10000000000
http://www.forbes.com/companies/piraeus-bank/,Piraeus Bank,http://www.forbes.com/companies/piraeus-bank/,Greece,Regional Banks,126800000000,5500000000
http://www.forbes.com/companies/precision-castparts/,Precision Castparts,http://www.forbes.com/companies/precision-castparts/,United States of America,Aerospace & Defense,18300000000,9500000000
http://www.forbes.com/companies/rwe-group/,RWE Group,http://www.forbes.com/companies/rwe-group/,,Electric Utilities,111800000000,68200000000
http://www.forbes.com/companies/mastercard/,MasterCard,http://www.forbes.com/companies/mastercard/,United States of America,Consumer Financial Services,14200000000,8300000000
http://www.forbes.com/companies/fortescue-metals-group/,Fortescue Metals Group,http://www.forbes.com/companies/fortescue-metals-group/,Australia,Iron & Steel,22900000000,10600000000
http://www.forbes.com/companies/kellogg/,Kellogg,http://www.forbes.com/companies/kellogg/,United States of America,Food Processing,15500000000,14800000000
http://www.forbes.com/companies/kirin-holdings/,Kirin Holdings,http://www.forbes.com/companies/kirin-holdings/,Japan,Beverages,27600000000,23100000000
http://www.forbes.com/companies/facebook/,Facebook,http://www.forbes.com/companies/facebook/,United States of America,Computer Services,17900000000,7900000000
http://www.forbes.com/companies/poly-real-estate/,Poly Real Estate,http://www.forbes.com/companies/poly-real-estate/,China,Real Estate,51500000000,13100000000
http://www.forbes.com/companies/baoshan-iron-steel/,Baoshan Iron & Steel,http://www.forbes.com/companies/baoshan-iron-steel/,China,Iron & Steel,37400000000,30800000000
http://www.forbes.com/companies/fortum/,Fortum,http://www.forbes.com/companies/fortum/,Finland,Electric Utilities,33600000000,8000000000
http://www.forbes.com/companies/atlas-copco/,Atlas Copco,http://www.forbes.com/companies/atlas-copco/,Sweden,Other Industrial Equipment,13700000000,12900000000
http://www.forbes.com/companies/norilsk-nickel/,Norilsk Nickel,http://www.forbes.com/companies/norilsk-nickel/,Russian Federation,Diversified Metals & Mining,20200000000,11700000000
http://www.forbes.com/companies/cheung-kong-holdings/,Cheung Kong Holdings,http://www.forbes.com/companies/cheung-kong-holdings/,Hong Kong,Real Estate,55300000000,2600000000
http://www.forbes.com/companies/toyota-tsusho/,Toyota Tsusho,http://www.forbes.com/companies/toyota-tsusho/,Japan,Trading Companies,37700000000,74800000000
http://www.forbes.com/companies/sysco/,Sysco,http://www.forbes.com/companies/sysco/,United States of America,Food Retail,13000000000,45500000000
http://www.forbes.com/companies/tatneft/,Tatneft,http://www.forbes.com/companies/tatneft/,Russian Federation,Oil & Gas Operations,20400000000,14300000000
http://www.forbes.com/companies/dish-network/,DISH Network,http://www.forbes.com/companies/dish-network/,United States of America,Broadcasting & Cable,20400000000,13900000000
http://www.forbes.com/companies/safeway/,Safeway,http://www.forbes.com/companies/safeway/,United States of America,Food Retail,17200000000,37600000000
http://www.forbes.com/companies/adidas/,Adidas,http://www.forbes.com/companies/adidas/,,Apparel/Accessories,16000000000,19200000000
http://www.forbes.com/companies/cenovus-energy/,Cenovus Energy,http://www.forbes.com/companies/cenovus-energy/,Canada,Oil & Gas Operations,24100000000,18100000000
http://www.forbes.com/companies/korea-electric-power/,Korea Electric Power,http://www.forbes.com/companies/korea-electric-power/,Korea (Republic of),Electric Utilities,147400000000,49400000000
http://www.forbes.com/companies/omnicom-group/,Omnicom Group,http://www.forbes.com/companies/omnicom-group/,United States of America,Advertising,22100000000,14600000000
http://www.forbes.com/companies/cardinal-health/,Cardinal Health,http://www.forbes.com/companies/cardinal-health/,United States of America,Pharmaceuticals,25000000000,96700000000
http://www.forbes.com/companies/thales/,Thales,http://www.forbes.com/companies/thales/,France,Aerospace & Defense,29600000000,18200000000
http://www.forbes.com/companies/otsuka-holding/,Otsuka Holding,http://www.forbes.com/companies/otsuka-holding/,Japan,Pharmaceuticals,17900000000,14400000000
http://www.forbes.com/companies/grupo-mexico/,Grupo Mexico,http://www.forbes.com/companies/grupo-mexico/,Mexico,Diversified Metals & Mining,20200000000,9400000000
http://www.forbes.com/companies/clp-holdings/,CLP Holdings,http://www.forbes.com/companies/clp-holdings/,Hong Kong,Electric Utilities,27300000000,13500000000
http://www.forbes.com/companies/swire-pacific/,Swire Pacific,http://www.forbes.com/companies/swire-pacific/,Hong Kong,Conglomerates,45000000000,6600000000
http://www.forbes.com/companies/kyocera/,Kyocera,http://www.forbes.com/companies/kyocera/,Japan,Electronics,25700000000,14600000000
http://www.forbes.com/companies/marsh-mclennan/,Marsh & McLennan,http://www.forbes.com/companies/marsh-mclennan/,United States of America,Insurance Brokers,17000000000,12300000000
http://www.forbes.com/companies/china-resources-land/,China Resources Land,http://www.forbes.com/companies/china-resources-land/,Hong Kong,Real Estate,36300000000,9300000000
http://www.forbes.com/companies/hdfc/,HDFC,http://www.forbes.com/companies/hdfc/,India,Consumer Financial Services,43500000000,6600000000
http://www.forbes.com/companies/raiffeisen-bank-international/,Raiffeisen Bank International,http://www.forbes.com/companies/raiffeisen-bank-international/,Austria,Major Banks,177400000000,11100000000
http://www.forbes.com/companies/shin-etsu-chemical/,Shin-Etsu Chemical,http://www.forbes.com/companies/shin-etsu-chemical/,Japan,Diversified Chemicals,19900000000,11400000000
http://www.forbes.com/companies/cic-group/,CIC Group,http://www.forbes.com/companies/cic-group/,France,Major Banks,321000000000,9700000000
http://www.forbes.com/companies/suncorp-group/,Suncorp Group,http://www.forbes.com/companies/suncorp-group/,Australia,Diversified Insurance,84200000000,15600000000
http://www.forbes.com/companies/kubota/,Kubota,http://www.forbes.com/companies/kubota/,Japan,Heavy Equipment,19900000000,14600000000
http://www.forbes.com/companies/sca/,SCA,http://www.forbes.com/companies/sca/,Sweden,Household/Personal Care,22200000000,13700000000
http://www.forbes.com/companies/tata-consultancy-services/,Tata Consultancy Services,http://www.forbes.com/companies/tata-consultancy-services/,India,Computer Services,9200000000,13100000000
http://www.forbes.com/companies/siam-commercial-bank/,Siam Commercial Bank,http://www.forbes.com/companies/siam-commercial-bank/,Thailand,Regional Banks,77100000000,5700000000
http://www.forbes.com/companies/telus/,TELUS,http://www.forbes.com/companies/telus/,Canada,Telecommunications services,20300000000,11000000000
http://www.forbes.com/companies/aisin-seiki/,Aisin Seiki,http://www.forbes.com/companies/aisin-seiki/,Japan,Auto & Truck Parts,24000000000,28100000000
http://www.forbes.com/companies/daikin-industries/,Daikin Industries,http://www.forbes.com/companies/daikin-industries/,Japan,Construction Materials,19300000000,17300000000
http://www.forbes.com/companies/lg-chem/,LG Chem,http://www.forbes.com/companies/lg-chem/,Korea (Republic of),Specialized Chemicals,16500000000,21100000000
http://www.forbes.com/companies/vivendi/,Vivendi,http://www.forbes.com/companies/vivendi/,France,Telecommunications services,67800000000,31600000000
http://www.forbes.com/companies/transocean/,Transocean,http://www.forbes.com/companies/transocean/,Switzerland,Oil Services & Equipment,32500000000,9500000000
http://www.forbes.com/companies/mazda-motor/,Mazda Motor,http://www.forbes.com/companies/mazda-motor/,Japan,Auto & Truck Manufacturers,19700000000,26700000000
http://www.forbes.com/companies/anglo-american/,Anglo American,http://www.forbes.com/companies/anglo-american/,United Kingdom of Great Britain and Northern Ireland,Diversified Metals & Mining,71200000000,29300000000
http://www.forbes.com/companies/evonik/,Evonik,http://www.forbes.com/companies/evonik/,,,21900000000,17100000000
http://www.forbes.com/companies/grupo-aval/,Grupo Aval,http://www.forbes.com/companies/grupo-aval/,Colombia,Investment Services,72000000000,9000000000
http://www.forbes.com/companies/compass-group/,Compass Group,http://www.forbes.com/companies/compass-group/,United Kingdom of Great Britain and Northern Ireland,Restaurants,14800000000,27400000000
http://www.forbes.com/companies/kasikornbank/,Kasikornbank,http://www.forbes.com/companies/kasikornbank/,Thailand,Major Banks,69700000000,6900000000
http://www.forbes.com/companies/commerzbank/,Commerzbank,http://www.forbes.com/companies/commerzbank/,,Major Banks,803000000000,21600000000
http://www.forbes.com/companies/ferrovial/,Ferrovial,http://www.forbes.com/companies/ferrovial/,Spain,Other Transportation,31400000000,10800000000
http://www.forbes.com/companies/xcel-energy/,Xcel Energy,http://www.forbes.com/companies/xcel-energy/,United States of America,Electric Utilities,33900000000,10900000000
http://www.forbes.com/companies/j-sainsbury/,J Sainsbury,http://www.forbes.com/companies/j-sainsbury/,United Kingdom of Great Britain and Northern Ireland,Food Retail,20900000000,37200000000
http://www.forbes.com/companies/lotte-shopping/,Lotte Shopping,http://www.forbes.com/companies/lotte-shopping/,Korea (Republic of),Department Stores,36900000000,25800000000
http://www.forbes.com/companies/franklin-resources/,Franklin Resources,http://www.forbes.com/companies/franklin-resources/,United States of America,Investment Services,15900000000,8200000000
http://www.forbes.com/companies/daiwa-house-industry/,Daiwa House Industry,http://www.forbes.com/companies/daiwa-house-industry/,Japan,Construction Services,24700000000,25400000000
http://www.forbes.com/companies/sabanci-holding/,Sabanci Holding,http://www.forbes.com/companies/sabanci-holding/,Turkey,Conglomerates,96100000000,13000000000
http://www.forbes.com/companies/grupo-modelo/,Grupo Modelo,http://www.forbes.com/companies/grupo-modelo/,Mexico,Beverages,15000000000,6900000000
http://www.forbes.com/companies/carlsberg/,Carlsberg,http://www.forbes.com/companies/carlsberg/,Denmark,Beverages,27900000000,11800000000
http://www.forbes.com/companies/lenovo-group/,Lenovo Group,http://www.forbes.com/companies/lenovo-group/,Hong Kong,Computer Hardware,19500000000,37200000000
http://www.forbes.com/companies/al-rajhi-bank/,Al Rajhi Bank,http://www.forbes.com/companies/al-rajhi-bank/,Saudi Arabia,Regional Banks,74600000000,4000000000
http://www.forbes.com/companies/hartford-financial-services/,Hartford Financial Services,http://www.forbes.com/companies/hartford-financial-services/,United States of America,Diversified Insurance,279600000000,26400000000
http://www.forbes.com/companies/kingfisher/,Kingfisher,http://www.forbes.com/companies/kingfisher/,United Kingdom of Great Britain and Northern Ireland,Home Improvement Retail,16100000000,17400000000
http://www.forbes.com/companies/keppel-corp/,Keppel Corp,http://www.forbes.com/companies/keppel-corp/,Singapore,Conglomerates,23900000000,9900000000
http://www.forbes.com/companies/simon-property-group/,Simon Property Group,http://www.forbes.com/companies/simon-property-group/,United States of America,Real Estate,33300000000,5200000000
http://www.forbes.com/companies/tenaris/,Tenaris,http://www.forbes.com/companies/tenaris/,Luxembourg,Oil Services & Equipment,15900000000,10600000000
http://www.forbes.com/companies/regions-financial/,Regions Financial,http://www.forbes.com/companies/regions-financial/,United States of America,Regional Banks,118100000000,5600000000
http://www.forbes.com/companies/telecom-italia/,Telecom Italia,http://www.forbes.com/companies/telecom-italia/,Italy,Telecommunications services,96800000000,31100000000
http://www.forbes.com/companies/southwest-airlines/,Southwest Airlines,http://www.forbes.com/companies/southwest-airlines/,United States of America,Airline,19300000000,17700000000
http://www.forbes.com/companies/western-digital/,Western Digital,http://www.forbes.com/companies/western-digital/,United States of America,Computer Storage Devices,15300000000,15300000000
http://www.forbes.com/companies/porsche-automobil-holding/,Porsche Automobil Holding,http://www.forbes.com/companies/porsche-automobil-holding/,,Auto & Truck Manufacturers,43100000000,0
http://www.forbes.com/companies/tokyo-gas/,Tokyo Gas,http://www.forbes.com/companies/tokyo-gas/,Japan,Natural Gas Utilities,19600000000,20600000000
http://www.forbes.com/companies/woodside-petroleum/,Woodside Petroleum,http://www.forbes.com/companies/woodside-petroleum/,Australia,Oil & Gas Operations,23800000000,6200000000
http://www.forbes.com/companies/deutsche-lufthansa/,Deutsche Lufthansa,http://www.forbes.com/companies/deutsche-lufthansa/,,Airline,40100000000,39900000000
http://www.forbes.com/companies/falabella/,Falabella,http://www.forbes.com/companies/falabella/,Chile,Department Stores,18200000000,13200000000
http://www.forbes.com/companies/bankia/,Bankia,http://www.forbes.com/companies/bankia/,Spain,Regional Banks,346500000000,5100000000
http://www.forbes.com/companies/potash-of-saskatchewan/,Potash of Saskatchewan,http://www.forbes.com/companies/potash-of-saskatchewan/,Canada,Specialized Chemicals,18000000000,7300000000
http://www.forbes.com/companies/sumitomo-electric/,Sumitomo Electric,http://www.forbes.com/companies/sumitomo-electric/,Japan,Auto & Truck Parts,24200000000,25200000000
http://www.forbes.com/companies/public-bank/,Public Bank,http://www.forbes.com/companies/public-bank/,Malaysia,Regional Banks,93300000000,4600000000
http://www.forbes.com/companies/alpha-bank/,Alpha Bank,http://www.forbes.com/companies/alpha-bank/,Greece,Regional Banks,99300000000,5200000000
http://www.forbes.com/companies/air-products-chemicals/,Air Products & Chemicals,http://www.forbes.com/companies/air-products-chemicals/,United States of America,Specialized Chemicals,17900000000,10200000000
http://www.forbes.com/companies/sumitomo-realty/,Sumitomo Realty,http://www.forbes.com/companies/sumitomo-realty/,Japan,Real Estate,39200000000,8300000000
http://www.forbes.com/companies/publicis-groupe/,Publicis Groupe,http://www.forbes.com/companies/publicis-groupe/,France,Advertising,23600000000,9200000000
http://www.forbes.com/companies/entergy/,Entergy,http://www.forbes.com/companies/entergy/,United States of America,Electric Utilities,43400000000,11400000000
http://www.forbes.com/companies/asml-holding/,ASML Holding,http://www.forbes.com/companies/asml-holding/,Netherlands,Semiconductors,16800000000,7000000000
http://www.forbes.com/companies/slm/,SLM,http://www.forbes.com/companies/slm/,United States of America,Consumer Financial Services,159500000000,5800000000
http://www.forbes.com/companies/conagra-foods/,ConAgra Foods,http://www.forbes.com/companies/conagra-foods/,United States of America,Food Processing,20400000000,17900000000
http://www.forbes.com/companies/reynolds-american/,Reynolds American,http://www.forbes.com/companies/reynolds-american/,United States of America,Tobacco,15400000000,8200000000
http://www.forbes.com/companies/china-resources-power/,China Resources Power,http://www.forbes.com/companies/china-resources-power/,Hong Kong,Electric Utilities,27600000000,9000000000
http://www.forbes.com/companies/samsung-fire-marine/,Samsung Fire & Marine,http://www.forbes.com/companies/samsung-fire-marine/,Korea (Republic of),Property & Casualty Insurance,45700000000,16700000000
http://www.forbes.com/companies/unum-group/,Unum Group,http://www.forbes.com/companies/unum-group/,United States of America,Life & Health Insurance,60700000000,10400000000
http://www.forbes.com/companies/sime-darby/,Sime Darby,http://www.forbes.com/companies/sime-darby/,Malaysia,Conglomerates,15200000000,14400000000
http://www.forbes.com/companies/george-weston/,George Weston,http://www.forbes.com/companies/george-weston/,Canada,Food Retail,23200000000,32600000000
http://www.forbes.com/companies/evergrande-real-estate/,Evergrande Real Estate,http://www.forbes.com/companies/evergrande-real-estate/,China,Real Estate,44700000000,11400000000
http://www.forbes.com/companies/agrium/,Agrium,http://www.forbes.com/companies/agrium/,Canada,Specialized Chemicals,16000000000,15900000000
http://www.forbes.com/companies/mosaic/,Mosaic,http://www.forbes.com/companies/mosaic/,United States of America,Specialized Chemicals,19600000000,8200000000
http://www.forbes.com/companies/anhui-conch-cement/,Anhui Conch Cement,http://www.forbes.com/companies/anhui-conch-cement/,China,Construction Materials,15400000000,9000000000
http://www.forbes.com/companies/teck-resources/,Teck Resources,http://www.forbes.com/companies/teck-resources/,Canada,Diversified Metals & Mining,34100000000,9100000000
http://www.forbes.com/companies/banco-popular-espanol/,Banco Popular Espanol,http://www.forbes.com/companies/banco-popular-espanol/,Spain,Regional Banks,203700000000,8200000000
http://www.forbes.com/companies/swatch-group/,Swatch Group,http://www.forbes.com/companies/swatch-group/,Switzerland,Apparel/Accessories,11300000000,9100000000
http://www.forbes.com/companies/national-bank-of-greece/,National Bank of Greece,http://www.forbes.com/companies/national-bank-of-greece/,Greece,Major Banks,152900000000,5000000000
http://www.forbes.com/companies/stryker/,Stryker,http://www.forbes.com/companies/stryker/,United States of America,Medical Equipment & Supplies,15700000000,9000000000
http://www.forbes.com/companies/delphi-automotive/,Delphi Automotive,http://www.forbes.com/companies/delphi-automotive/,United Kingdom of Great Britain and Northern Ireland,Auto & Truck Parts,11000000000,16500000000
http://www.forbes.com/companies/spectra-energy/,Spectra Energy,http://www.forbes.com/companies/spectra-energy/,United States of America,Oil Services & Equipment,33500000000,5500000000
http://www.forbes.com/companies/tyson-foods/,Tyson Foods,http://www.forbes.com/companies/tyson-foods/,United States of America,Food Processing,11800000000,34800000000
http://www.forbes.com/companies/firstenergy/,FirstEnergy,http://www.forbes.com/companies/firstenergy/,United States of America,Electric Utilities,50400000000,14900000000
http://www.forbes.com/companies/sodexo/,Sodexo,http://www.forbes.com/companies/sodexo/,France,Business & Personal Services,16600000000,24100000000
http://www.forbes.com/companies/biogen-idec/,Biogen Idec,http://www.forbes.com/companies/biogen-idec/,United States of America,Biotechs,11900000000,6900000000
http://www.forbes.com/companies/abertis/,Abertis,http://www.forbes.com/companies/abertis/,Spain,Other Transportation,38800000000,6200000000
http://www.forbes.com/companies/astellas-pharma/,Astellas Pharma,http://www.forbes.com/companies/astellas-pharma/,Japan,Pharmaceuticals,14900000000,11700000000
http://www.forbes.com/companies/mt-bank/,M&T Bank,http://www.forbes.com/companies/mt-bank/,United States of America,Regional Banks,85600000000,4800000000
http://www.forbes.com/companies/murphy-oil/,Murphy Oil,http://www.forbes.com/companies/murphy-oil/,United States of America,Oil & Gas Operations,17500000000,16800000000
http://www.forbes.com/companies/formosa-chemicals/,Formosa Chemicals,http://www.forbes.com/companies/formosa-chemicals/,"Taiwan, Province of China[a]",Specialized Chemicals,17400000000,14500000000
http://www.forbes.com/companies/hyundai-heavy-industries/,Hyundai Heavy Industries,http://www.forbes.com/companies/hyundai-heavy-industries/,Korea (Republic of),Heavy Equipment,50400000000,49500000000
http://www.forbes.com/companies/liberty-global/,Liberty Global,http://www.forbes.com/companies/liberty-global/,United Kingdom of Great Britain and Northern Ireland,Broadcasting & Cable,67700000000,14500000000
http://www.forbes.com/companies/unibail-rodamco/,Unibail-Rodamco,http://www.forbes.com/companies/unibail-rodamco/,France,Real Estate,44600000000,2300000000
http://www.forbes.com/companies/pko-bank-polski/,PKO Bank Polski,http://www.forbes.com/companies/pko-bank-polski/,Poland,Regional Banks,66000000000,4900000000
http://www.forbes.com/companies/thyssenkrupp-group/,ThyssenKrupp Group,http://www.forbes.com/companies/thyssenkrupp-group/,,Conglomerates,48900000000,51600000000
http://www.forbes.com/companies/bharti-airtel/,Bharti Airtel,http://www.forbes.com/companies/bharti-airtel/,India,Telecommunications services,29200000000,14300000000
http://www.forbes.com/companies/siam-cement/,Siam Cement,http://www.forbes.com/companies/siam-cement/,Thailand,Specialized Chemicals,13400000000,14100000000
http://www.forbes.com/companies/adecco/,Adecco,http://www.forbes.com/companies/adecco/,Switzerland,Business & Personal Services,12700000000,25900000000
http://www.forbes.com/companies/seadrill/,Seadrill,http://www.forbes.com/companies/seadrill/,Bermuda,Oil Services & Equipment,26300000000,5300000000
http://www.forbes.com/companies/celgene/,Celgene,http://www.forbes.com/companies/celgene/,United States of America,Biotechs,13400000000,6500000000
http://www.forbes.com/companies/axis-bank/,Axis Bank,http://www.forbes.com/companies/axis-bank/,India,Regional Banks,62700000000,6300000000
http://www.forbes.com/companies/nokia/,Nokia,http://www.forbes.com/companies/nokia/,Finland,Communications Equipment,34700000000,27500000000
http://www.forbes.com/companies/mtr/,MTR,http://www.forbes.com/companies/mtr/,Hong Kong,Railroads,27800000000,5000000000
http://www.forbes.com/companies/country-garden-holdings/,Country Garden Holdings,http://www.forbes.com/companies/country-garden-holdings/,Hong Kong,Real Estate,34100000000,10200000000
http://www.forbes.com/companies/quanta-computer/,Quanta Computer,http://www.forbes.com/companies/quanta-computer/,"Taiwan, Province of China[a]",Computer Hardware,18600000000,29700000000
http://www.forbes.com/companies/british-sky-broadcasting/,British Sky Broadcasting,http://www.forbes.com/companies/british-sky-broadcasting/,United Kingdom of Great Britain and Northern Ireland,Broadcasting & Cable,11000000000,11700000000
http://www.forbes.com/companies/mitsubishi-motors/,Mitsubishi Motors,http://www.forbes.com/companies/mitsubishi-motors/,Japan,Auto & Truck Manufacturers,14300000000,21000000000
http://www.forbes.com/companies/jbs/,JBS,http://www.forbes.com/companies/jbs/,Brazil,Food Processing,29100000000,43000000000
http://www.forbes.com/companies/couche-tard/,Couche Tard,http://www.forbes.com/companies/couche-tard/,Canada,Specialty Stores,10400000000,37700000000
http://www.forbes.com/companies/national-bank-of-abu-dhabi/,National Bank of Abu Dhabi,http://www.forbes.com/companies/national-bank-of-abu-dhabi/,United Arab Emirates,Regional Banks,88500000000,3200000000
http://www.forbes.com/companies/dollar-general/,Dollar General,http://www.forbes.com/companies/dollar-general/,United States of America,Discount Stores,10900000000,17500000000
http://www.forbes.com/companies/daqin-railway/,Daqin Railway,http://www.forbes.com/companies/daqin-railway/,China,Railroads,16400000000,7900000000
http://www.forbes.com/companies/metro-group/,Metro Group,http://www.forbes.com/companies/metro-group/,,Food Retail,45200000000,81000000000
http://www.forbes.com/companies/parker-hannifin/,Parker-Hannifin,http://www.forbes.com/companies/parker-hannifin/,United States of America,Other Industrial Equipment,12900000000,13100000000
http://www.forbes.com/companies/bancolombia/,Bancolombia,http://www.forbes.com/companies/bancolombia/,Colombia,Regional Banks,67700000000,5900000000
http://www.forbes.com/companies/pge-polska-grupa/,PGE,http://www.forbes.com/companies/pge-polska-grupa/,Poland,Electric Utilities,20100000000,9500000000
http://www.forbes.com/companies/asahi-kasei/,Asahi Kasei,http://www.forbes.com/companies/asahi-kasei/,Japan,Diversified Chemicals,18600000000,19000000000
http://www.forbes.com/companies/fast-retailing/,Fast Retailing,http://www.forbes.com/companies/fast-retailing/,Japan,Apparel/Footwear Retail,10000000000,12600000000
http://www.forbes.com/companies/whirlpool/,Whirlpool,http://www.forbes.com/companies/whirlpool/,United States of America,Household Appliances,15500000000,18800000000
http://www.forbes.com/companies/sandvik/,Sandvik,http://www.forbes.com/companies/sandvik/,Sweden,Other Industrial Equipment,14600000000,13400000000
http://www.forbes.com/companies/china-national-building/,China National Building,http://www.forbes.com/companies/china-national-building/,China,Construction Materials,48200000000,19200000000
http://www.forbes.com/companies/liberty-media-1/,Liberty Media,http://www.forbes.com/companies/liberty-media-1/,United States of America,Broadcasting & Cable,34500000000,4000000000
http://www.forbes.com/companies/kohls/,Kohl's,http://www.forbes.com/companies/kohls/,United States of America,Department Stores,14400000000,19000000000
http://www.forbes.com/companies/genworth-financial/,Genworth Financial,http://www.forbes.com/companies/genworth-financial/,United States of America,Diversified Insurance,111000000000,9600000000
http://www.forbes.com/companies/bae-systems/,BAE Systems,http://www.forbes.com/companies/bae-systems/,United Kingdom of Great Britain and Northern Ireland,Aerospace & Defense,33000000000,26400000000
http://www.forbes.com/companies/priceline/,Priceline.com,http://www.forbes.com/companies/priceline/,United States of America,Business & Personal Services,10400000000,6800000000
http://www.forbes.com/companies/annaly-capital-management/,Annaly Capital Management,http://www.forbes.com/companies/annaly-capital-management/,United States of America,Real Estate,81900000000,3600000000
http://www.forbes.com/companies/chunghwa-telecom/,Chunghwa Telecom,http://www.forbes.com/companies/chunghwa-telecom/,"Taiwan, Province of China[a]",Telecommunications services,14300000000,7700000000
http://www.forbes.com/companies/vf/,VF,http://www.forbes.com/companies/vf/,United States of America,Apparel/Accessories,10300000000,11400000000
http://www.forbes.com/companies/halkbank/,Halkbank,http://www.forbes.com/companies/halkbank/,Turkey,Regional Banks,61100000000,6400000000
http://www.forbes.com/companies/bouygues/,Bouygues,http://www.forbes.com/companies/bouygues/,France,Construction Services,47300000000,44300000000
http://www.forbes.com/companies/bank-central-asia/,Bank Central Asia,http://www.forbes.com/companies/bank-central-asia/,India,Regional Banks,40800000000,4000000000
http://www.forbes.com/companies/cme-group/,CME Group,http://www.forbes.com/companies/cme-group/,United States of America,Investment Services,54500000000,2900000000
http://www.forbes.com/companies/asahi-group-holdings/,Asahi Group Holdings,http://www.forbes.com/companies/asahi-group-holdings/,Japan,Beverages,17000000000,17600000000
http://www.forbes.com/companies/megafon/,MegaFon,http://www.forbes.com/companies/megafon/,Russian Federation,Telecommunications services,13100000000,9300000000
http://www.forbes.com/companies/centurylink/,CenturyLink,http://www.forbes.com/companies/centurylink/,United States of America,Telecommunications services,51800000000,18100000000
http://www.forbes.com/companies/sk-holdings/,SK Holdings,http://www.forbes.com/companies/sk-holdings/,Korea (Republic of),Oil & Gas Operations,87700000000,102200000000
http://www.forbes.com/companies/insurance-australia-group/,Insurance Australia Group,http://www.forbes.com/companies/insurance-australia-group/,Australia,Property & Casualty Insurance,23700000000,9000000000
http://www.forbes.com/companies/yara-international/,Yara International,http://www.forbes.com/companies/yara-international/,Norway,Specialized Chemicals,14700000000,14400000000
http://www.forbes.com/companies/xl-group/,XL Group,http://www.forbes.com/companies/xl-group/,Ireland,Diversified Insurance,45700000000,7500000000
http://www.forbes.com/companies/isuzu-motors/,Isuzu Motors,http://www.forbes.com/companies/isuzu-motors/,Japan,Auto & Truck Manufacturers,13500000000,18000000000
http://www.forbes.com/companies/magnit/,Magnit,http://www.forbes.com/companies/magnit/,Russian Federation,Food Retail,7000000000,18200000000
http://www.forbes.com/companies/steinhoff-international/,Steinhoff International,http://www.forbes.com/companies/steinhoff-international/,South Africa,Furniture & Fixtures,18500000000,13000000000
http://www.forbes.com/companies/yum-brands/,Yum Brands,http://www.forbes.com/companies/yum-brands/,United States of America,Restaurants,8700000000,13100000000
http://www.forbes.com/companies/ricoh/,Ricoh,http://www.forbes.com/companies/ricoh/,Japan,Business Products & Supplies,24400000000,22000000000
http://www.forbes.com/companies/amerisourcebergen/,AmerisourceBergen,http://www.forbes.com/companies/amerisourcebergen/,United States of America,Pharmaceuticals,19800000000,96100000000
http://www.forbes.com/companies/atlantia/,Atlantia,http://www.forbes.com/companies/atlantia/,Italy,Other Transportation,40700000000,4800000000
http://www.forbes.com/companies/industrial-bank-of-korea/,Industrial Bank of Korea,http://www.forbes.com/companies/industrial-bank-of-korea/,Korea (Republic of),Regional Banks,201400000000,8900000000
http://www.forbes.com/companies/dte-energy/,DTE Energy,http://www.forbes.com/companies/dte-energy/,United States of America,Electric Utilities,25900000000,9600000000
http://www.forbes.com/companies/toray-industries/,Toray Industries,http://www.forbes.com/companies/toray-industries/,Japan,Diversified Chemicals,18400000000,18100000000
http://www.forbes.com/companies/northeast-utilities/,Northeast Utilities,http://www.forbes.com/companies/northeast-utilities/,United States of America,Electric Utilities,27800000000,7300000000
http://www.forbes.com/companies/first-gulf-bank/,First Gulf Bank,http://www.forbes.com/companies/first-gulf-bank/,United Arab Emirates,Regional Banks,53100000000,2700000000
http://www.forbes.com/companies/seagate-technology/,Seagate Technology,http://www.forbes.com/companies/seagate-technology/,Ireland,Computer Storage Devices,8900000000,14000000000
http://www.forbes.com/companies/vimpelcom/,VimpelCom,http://www.forbes.com/companies/vimpelcom/,Netherlands,Telecommunications services,50400000000,21900000000
http://www.forbes.com/companies/ooredoo-telecom/,Ooredoo Telecom,http://www.forbes.com/companies/ooredoo-telecom/,Qatar,Telecommunications services,26800000000,9300000000
http://www.forbes.com/companies/china-cinda-asset-management/,China Cinda Asset Management,http://www.forbes.com/companies/china-cinda-asset-management/,China,,46200000000,4000000000
http://www.forbes.com/companies/ingersoll-rand/,Ingersoll-Rand,http://www.forbes.com/companies/ingersoll-rand/,Ireland,Conglomerates,17700000000,12400000000
