mc_id,game_title,year_published,made_by,console,press_rating,player_rating,age_rating
metacritic_5709,2002 FIFA World Cup,2002-01-01,Software Creations,Xbox,79.0,7.5,E
metacritic_5710,Atelier Rorona Plus: The Alchemist of Arland,2014-01-01,Gust,PlayStation Vita,79.0,8.0,T
metacritic_5711,N+,2008-01-01,"Metanet Software Inc.,SilverBirch Studios",Playstation Portable,79.0,8.0,E
metacritic_5712,Mario Party,1999-01-01,Hudson,Nintendo 64,79.0,8.0,E
metacritic_5713,Untitled Goose Game,2019-01-01,House House,PC,79.0,7.0,E
metacritic_5714,Sega Ages: Puyo Puyo 2,2020-01-01,"M2,Compile",Switch,79.0,7.8,E
metacritic_5715,Spider-Man 3,2007-01-01,Vicarious Visions,DS,79.0,6.5,E10+
metacritic_5716,Silent Hill: Shattered Memories,2009-01-01,"Climax Group,Climax Studios",Wii,79.0,7.9,M
metacritic_5717,Sky Odyssey,2000-01-01,CAProduction,PS2,79.0,8.8,E
metacritic_5718,Marble Blast Ultra,2006-01-01,GarageGames,Xbox 360,79.0,8.4,E
metacritic_5719,Breath of Fire,2001-01-01,Capcom,Game Boy Advance,79.0,7.4,E
metacritic_5720,echochrome ii,2010-01-01,SCE Japan Studio,PS3,79.0,6.1,E
metacritic_5721,Pro Evolution Soccer 2011,2010-01-01,Konami,Xbox 360,79.0,6.2,E
metacritic_5722,Spellbreak,2020-01-01,"Proletariat, Inc.",PC,79.0,8.1,T
metacritic_5723,Company of Heroes 3: Console Edition,2023-01-01,Relic Entertainment,Xbox Series X,79.0,4.9,M
metacritic_5724,Rival Megagun,2018-01-01,Spacewave Software,PS4,79.0,,E10+
metacritic_5725,Blizzard Arcade Collection,2021-01-01,"Blizzard Entertainment,Digital Eclipse",PC,79.0,2.5,T
metacritic_5726,LEGO Marvel Super Heroes,2021-01-01,TT Games,Switch,79.0,,E10+
metacritic_5727,The Metronomicon,2016-01-01,Puuba,PC,79.0,7.2,T
metacritic_5728,The Settlers 7: Paths to a Kingdom,2010-01-01,Blue Byte,PC,79.0,5.3,E10+
metacritic_5729,Mantis Burn Racing,2016-01-01,VooFoo Studios,Xbox One,79.0,7.1,E
metacritic_5730,Mediterranea Inferno,2023-01-01,Eyeguys,PC,79.0,,
metacritic_5731,Rune Factory Frontier,2009-01-01,Neverland,Wii,79.0,8.5,E10+
metacritic_5732,Wasteland 3,2020-01-01,InXile Entertainment,PS4,79.0,6.9,M
metacritic_5733,RollerCoaster Tycoon 3: Soaked!,2005-01-01,Frontier Developments,PC,79.0,4.7,E
metacritic_5734,Angry Birds VR: Isle of Pigs,2019-01-01,Resolution Games,PC,79.0,5.1,
metacritic_5735,Tom Clancy's Rainbow Six Siege,2015-01-01,Ubisoft Montreal,PC,79.0,7.0,M
metacritic_5736,Subnautica: Below Zero,2021-01-01,Unknown Worlds Entertainment,PlayStation 5,79.0,5.8,E10+
metacritic_5737,Mighty Switch Force!,2011-01-01,WayForward,3DS,79.0,7.7,E10+
metacritic_5738,BlazBlue: Cross Tag Battle,2018-01-01,Arc System Works,Switch,79.0,7.6,T
metacritic_5739,Rock Band 3,2010-01-01,Backbone Entertainment,DS,79.0,6.1,E10+
metacritic_5740,Skies of Fury DX,2018-01-01,Seed Interactive,Switch,79.0,7.3,E10+
metacritic_5741,High Hell,2017-01-01,Terri Vellimann,PC,79.0,7.2,
metacritic_5742,TrackMania 2 Valley,2013-01-01,Nadeo,PC,79.0,7.7,
metacritic_5743,State of Decay,2013-01-01,Undead Labs,PC,79.0,6.9,M
metacritic_5744,Tom Clancy's The Division 2: Warlords of New York,2020-01-01,Massive Entertainment,PC,79.0,0.9,
metacritic_5745,EVERSPACE,2017-01-01,ROCKFISH Games,PC,79.0,7.7,
metacritic_5746,Wild Hearts,2023-01-01,Omega Force,PlayStation 5,79.0,7.9,T
metacritic_5747,World of Warcraft: Battle for Azeroth,2018-01-01,Blizzard Entertainment,PC,79.0,2.3,T
metacritic_5748,EA Sports UFC 2,2016-01-01,EA Sports,PS4,79.0,5.9,T
metacritic_5749,The Book of Unwritten Tales 2,2015-01-01,KING Art,Xbox One,79.0,7.5,T
metacritic_5750,Dark Souls II: Crown of the Old Iron King,2014-01-01,From Software,PC,79.0,7.5,
metacritic_5751,The Gardens Between,2018-01-01,The Voxel Agents,Switch,79.0,7.7,E
metacritic_5752,Blue Dragon,2007-01-01,"Mistwalker,Artoon",Xbox 360,79.0,7.9,T
metacritic_5753,F1 2013,2013-01-01,Codemasters,Xbox 360,79.0,6.8,E
metacritic_5754,LEGO Harry Potter: Years 1-4,2010-01-01,Traveller's Tales,PC,79.0,7.5,E10+
metacritic_5755,Alba: a Wildlife Adventure,2020-01-01,ustwo,PC,79.0,8.2,E
metacritic_5756,Sid Meier's Civilization VI: Rise and Fall,2018-01-01,Firaxis Games,PC,79.0,6.5,
metacritic_5757,Like a Dragon: Ishin!,2023-01-01,Ryu ga Gotoku Studios,Xbox Series X,79.0,7.8,M
metacritic_5758,Mafia: Definitive Edition,2020-01-01,Hangar 13,Xbox One,79.0,7.5,M
metacritic_5759,Final Fight: Double Impact,2010-01-01,"Capcom,Proper Games Ltd",PS3,79.0,7.0,T
metacritic_5760,Mechstermination Force,2019-01-01,Horberg Productions,Switch,79.0,6.8,E
metacritic_5761,The Knight Witch,2022-01-01,"Super Mega Team,Super Awesome Hyper Dimensional Mega Team",PC,79.0,6.3,
metacritic_5762,Blacktail,2022-01-01,The Parasight,PlayStation 5,79.0,7.3,T
metacritic_5763,Hardspace: Shipbreaker,2022-01-01,Blackbird Interactive,PlayStation 5,79.0,6.3,T
metacritic_5764,Mirror's Edge,2008-01-01,EA DICE,PS3,79.0,7.7,T
metacritic_5765,Wayward Strand,2022-01-01,Ghost Pattern,PC,79.0,7.2,
metacritic_5766,Curse of the Dead Gods,2021-01-01,Passtech Games,PS4,79.0,7.1,T
metacritic_5767,Moving Out,2020-01-01,SMG Studio,PC,79.0,7.2,E
metacritic_5768,Olija,2021-01-01,Skeleton Crew Studio,Xbox One,79.0,7.2,T
metacritic_5769,God's Trigger,2019-01-01,"Techland,ONE MORE LEVEL",Xbox One,79.0,7.6,M
metacritic_5770,Noitu Love: Devolution,2016-01-01,"Konjak,MP2 Games",Wii U,79.0,7.6,E10+
metacritic_5771,Monster Hunter Stories,2017-01-01,Capcom,3DS,79.0,8.2,E10+
metacritic_5772,Druidstone: The Secret of the Menhir Forest,2019-01-01,Ctrl Alt Ninja Ltd.,PC,79.0,7.1,
metacritic_5773,Tacoma,2018-01-01,Fullbright,PS4,79.0,5.9,M
metacritic_5774,Call of Duty: WWII,2017-01-01,Sledgehammer Games,PS4,79.0,5.1,M
metacritic_5775,Wizorb,2012-01-01,Beatshapers,Playstation Portable,79.0,5.6,E
metacritic_5776,WRC 8 FIA World Rally Championship,2019-01-01,Kylotonn,PS4,79.0,5.7,E
metacritic_5777,Rift: Storm Legion,2012-01-01,Trion Worlds,PC,79.0,7.7,T
metacritic_5778,Tom Clancy's Ghost Recon: Future Soldier,2012-01-01,Ubisoft Paris,PS3,79.0,6.9,M
metacritic_5779,Extreme Exorcism,2015-01-01,Golden Ruby Games,Wii U,79.0,7.2,E10+
metacritic_5780,CastleStorm,2013-01-01,Zen Studios,PlayStation Vita,79.0,7.5,T
metacritic_5781,Crayon Physics Deluxe,2009-01-01,Petri Purho,PC,79.0,7.5,E
metacritic_5782,Madden NFL 12,2011-01-01,EA Tiburon,PS3,79.0,5.7,E
metacritic_5783,Nancy Drew: Legend of the Crystal Skull,2007-01-01,Her Interactive,PC,79.0,7.0,E
metacritic_5784,EverQuest II: Desert of Flames,2005-01-01,Sony Online Entertainment,PC,79.0,6.9,T
metacritic_5785,Madden NFL 2005,2004-01-01,Exient Entertainment,Game Boy Advance,79.0,7.8,E
metacritic_5786,Tony Hawk's Proving Ground,2007-01-01,Vicarious Visions,DS,79.0,6.2,E10+
metacritic_5787,Mario Strikers Charged,2007-01-01,Next Level Games,Wii,79.0,8.2,E10+
metacritic_5788,Uncommon Valor: Campaign for the South Pacific,2002-01-01,2By3 Games,PC,79.0,7.5,E
metacritic_5789,Mega Man Maverick Hunter X,2006-01-01,Capcom,Playstation Portable,79.0,8.6,E10+
metacritic_5790,Mafia: Definitive Edition,2020-01-01,Hangar 13,PC,78.0,7.0,M
metacritic_5791,Deathrow,2002-01-01,Southend Interactive,Xbox,79.0,7.8,M
metacritic_5792,SimCity 4: Rush Hour,2003-01-01,Maxis,PC,79.0,8.4,E
metacritic_5793,Global Operations,2002-01-01,Barking Dog,PC,79.0,7.7,M
metacritic_5794,Tenchu: Wrath of Heaven,2003-01-01,K2 LLC,PS2,79.0,8.6,M
metacritic_5795,Dance Dance Revolution Ultramix 2,2004-01-01,Konami Computer Entertainment Hawaii,Xbox,78.0,7.1,E
metacritic_5796,Burnout,2001-01-01,Criterion Games,PS2,79.0,7.3,E
metacritic_5797,Star Wars: Battlefront II,2005-01-01,Pandemic Studios,PC,78.0,8.5,T
metacritic_5798,The Simpsons: Hit & Run,2003-01-01,Radical Entertainment,GameCube,79.0,8.9,T
metacritic_5799,StarLancer,2000-01-01,Digital Anvil,Dreamcast,79.0,8.6,T
metacritic_5800,The Walking Dead: Season Two Episode 1 - All That Remains,2013-01-01,Telltale Games,PC,78.0,8.2,M
metacritic_5801,Mega Man Battle Network,2001-01-01,Capcom,Game Boy Advance,79.0,7.3,E
metacritic_5802,Apotheon,2015-01-01,Alientrap,PC,78.0,7.8,T
metacritic_5803,Shadow Warrior 2,2016-01-01,Flying Wild Hog,PC,78.0,7.9,
metacritic_5804,WWE SmackDown vs. Raw 2010,2009-01-01,Yuke's,Wii,78.0,8.1,T
metacritic_5805,Roogoo,2008-01-01,SpiderMonk,Xbox 360,78.0,7.4,E
metacritic_5806,Need for Speed: Most Wanted - A Criterion Game,2012-01-01,Criterion Games,PC,78.0,4.5,E10+
metacritic_5807,DG2: Defense Grid 2,2014-01-01,Hidden Path Entertainment,Xbox One,78.0,7.0,E10+
metacritic_5808,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,2016-01-01,Telltale Games,Xbox One,78.0,6.8,M
metacritic_5809,Golf Story,2017-01-01,SideBar Games,Switch,78.0,8.2,E
metacritic_5810,Call of Juarez: Bound in Blood,2009-01-01,Techland,PS3,78.0,7.6,M
metacritic_5811,This War of Mine: The Little Ones,2016-01-01,11 bit studios,Xbox One,78.0,8.3,M
metacritic_5812,Muramasa Rebirth,2013-01-01,Vanillaware,PlayStation Vita,78.0,8.4,T
metacritic_5813,Star Trek: Elite Force II,2003-01-01,Ritual Entertainment,PC,78.0,7.9,T
metacritic_5814,The Journey Down: Chapter Two,2014-01-01,SkyGoblin,PC,78.0,7.3,
metacritic_5815,LEGO Star Wars: The Skywalker Saga,2022-01-01,TT Games,PC,78.0,7.4,E10+
metacritic_5816,Tiger Woods PGA Tour 11,2010-01-01,EA Sports,PS3,78.0,6.6,E
metacritic_5817,Xanadu Next,2016-01-01,Falcom,PC,78.0,7.4,
metacritic_5818,Zuma's Revenge!,2009-01-01,PopCap,PC,78.0,7.5,E
metacritic_5819,BattleTech,2018-01-01,Harebrained Schemes LLC,PC,78.0,7.0,
metacritic_5820,Pinball FX3,2017-01-01,Zen Studios,PS4,78.0,6.2,E10+
metacritic_5821,Obliteracers,2016-01-01,"Space Dust Studios,Varkian Empire",PC,78.0,7.6,E
metacritic_5822,Ray'z Arcade Chronology,2023-01-01,M2,PS4,78.0,,E10+
metacritic_5823,ZEN Pinball 2: Balls of Glory,2015-01-01,Zen Studios,PS4,78.0,6.2,
metacritic_5824,Relicta,2020-01-01,Mighty Polygon,Xbox One,78.0,6.5,
metacritic_5825,Othercide,2020-01-01,Lightbulb Crew,PC,78.0,6.9,
metacritic_5826,Alien Hominid,2004-01-01,The Behemoth,GameCube,78.0,8.3,T
metacritic_5827,Hasbro Family Game Night: Yahtzee,2009-01-01,Electronic Arts,Xbox 360,78.0,4.3,
metacritic_5828,Traxxpad,2007-01-01,Definitive Studios,Playstation Portable,78.0,6.3,E10+
metacritic_5829,Lemnis Gate,2021-01-01,Ratloop Games Canada,Xbox Series X,78.0,4.5,T
metacritic_5830,Lost in Random,2021-01-01,"Electronic Arts,Zoink",PlayStation 5,78.0,7.5,E10+
metacritic_5831,The Denpa Men: They Came By Wave,2012-01-01,Genius Sonority Inc.,3DS,78.0,7.5,E
metacritic_5832,Olija,2021-01-01,Skeleton Crew Studio,PS4,78.0,,T
metacritic_5833,Torchlight II,2019-01-01,Panic Button,Xbox One,78.0,7.4,T
metacritic_5834,Capcom Fighting Collection,2022-01-01,Capcom,Switch,78.0,5.0,T
metacritic_5835,Layers of Fear,2016-01-01,Bloober Team,Xbox One,78.0,6.9,M
metacritic_5836,Curse of the Dead Gods,2021-01-01,Passtech Games,PC,78.0,7.4,
metacritic_5837,Tiny Tina's Wonderlands,2022-01-01,Gearbox Software,PC,78.0,5.4,T
metacritic_5838,Disgaea 3: Absence of Justice,2008-01-01,Nippon Ichi Software,PS3,78.0,8.2,T
metacritic_5839,Baldur's Gate: Enhanced Edition,2012-01-01,Overhaul Games,PC,78.0,6.8,T
metacritic_5840,Detroit: Become Human,2018-01-01,Quantic Dream,PS4,78.0,8.8,M
metacritic_5841,Broken Sword: Shadow of the Templars - The Director's Cut,2009-01-01,Revolution Software,DS,78.0,8.0,T
metacritic_5842,Tiger Woods PGA Tour,2005-01-01,EA Canada,Playstation Portable,78.0,7.4,E
metacritic_5843,Deathsmiles,2016-01-01,Cave,PC,78.0,7.7,
metacritic_5844,LEGO Indiana Jones: The Original Adventures,2008-01-01,Traveller's Tales,PC,78.0,7.7,E10+
metacritic_5845,Descenders,2019-01-01,RageSquid,PC,78.0,6.6,
metacritic_5846,The Sims 3,2010-01-01,The Sims Studio,PS3,78.0,6.7,T
metacritic_5847,DOOM 3: Resurrection of Evil,2005-01-01,Nerve Software,PC,78.0,7.0,M
metacritic_5848,Cyber Shadow,2021-01-01,Mechanical Head Studios,PS4,78.0,7.1,E10+
metacritic_5849,Wade Hixton's Counter Punch,2004-01-01,Inferno Games,Game Boy Advance,78.0,8.6,T
metacritic_5850,EVERSPACE,2018-01-01,ROCKFISH Games,PS4,78.0,6.0,T
metacritic_5851,Baldur's Gate: Dark Alliance II,2004-01-01,Black Isle Studios,PS2,78.0,8.5,T
metacritic_5852,Freekstyle,2002-01-01,Page 44 Studios,GameCube,78.0,8.0,E
metacritic_5853,Yakuza 4,2011-01-01,Ryu ga Gotoku Studios,PS3,78.0,8.1,M
metacritic_5854,Shadow of Destiny,2001-01-01,Konami,PS2,78.0,8.1,T
metacritic_5855,Dave Mirra Freestyle BMX 3,2002-01-01,Full-Fat,Game Boy Advance,78.0,,E
metacritic_5856,Midnight Club: Street Racing,2000-01-01,Angel Studios,PS2,78.0,7.6,T
metacritic_5857,NASCAR Thunder 2004,2003-01-01,EA Games,PC,78.0,7.6,E
metacritic_5858,Skylanders: Spyro's Adventure,2011-01-01,Toys for Bob,Xbox 360,78.0,5.5,E10+
metacritic_5859,Harvest Moon 64,1999-01-01,Victor Interactive Software,Nintendo 64,78.0,8.7,E
metacritic_5860,Dynasty Warriors 3,2001-01-01,Omega Force,PS2,78.0,8.8,T
metacritic_5861,Contra: Shattered Soldier,2002-01-01,KCET,PS2,78.0,7.4,T
metacritic_5862,GreedFall,2019-01-01,Spiders,Xbox One,78.0,7.7,M
metacritic_5863,Swing Away Golf,2000-01-01,T&E Soft,PS2,78.0,,E
metacritic_5864,Madden NFL 12,2011-01-01,EA Tiburon,Xbox 360,78.0,6.2,E
metacritic_5865,A Way Out,2018-01-01,Hazelight,PS4,78.0,7.9,M
metacritic_5866,Lost Ember,2019-01-01,Mooneye Studios,PC,78.0,7.5,E10+
metacritic_5867,AI: The Somnium Files,2019-01-01,Spike Chunsoft,PS4,78.0,8.8,M
metacritic_5868,inFamous: Festival of Blood,2011-01-01,Sucker Punch,PS3,78.0,8.2,T
metacritic_5869,Rock Band Blitz,2012-01-01,Harmonix Music Systems,PS3,78.0,6.3,T
metacritic_5870,The Sims 4: City Living,2016-01-01,Maxis,PC,78.0,5.8,T
metacritic_5871,Sphinx and the Cursed Mummy,2003-01-01,Eurocom Entertainment Software,PS2,78.0,8.4,T
metacritic_5872,SNK vs. Capcom: Match of the Millennium,2021-01-01,"Code Mystics Inc.,SNK Corporation",Switch,78.0,7.5,T
metacritic_5873,Lost Odyssey,2008-01-01,Mistwalker,Xbox 360,78.0,8.4,T
metacritic_5874,NHL 17,2016-01-01,"EA Canada,EA Vancouver",PS4,78.0,5.7,E10+
metacritic_5875,Aokana - Four Rhythms Across the Blue,2020-01-01,"NekoNyan Ltd.,Sprite",Switch,78.0,7.4,M
metacritic_5876,Klonoa 2: Dream Champ Tournament,2005-01-01,Namco,Game Boy Advance,78.0,8.6,E
metacritic_5877,Death Road to Canada,2018-01-01,Rocketcat Games,PS4,78.0,5.7,T
metacritic_5878,Rez,2002-01-01,UGA,PS2,78.0,8.3,E
metacritic_5879,Axiom Verge 2,2021-01-01,Tom Happ,PC,78.0,5.6,
metacritic_5880,For Honor: Marching Fire,2018-01-01,Ubisoft,PS4,78.0,3.8,
metacritic_5881,Madden NFL 07,2006-01-01,EA Tiburon,Playstation Portable,78.0,6.8,E
metacritic_5882,Doki Doki Literature Club!,2017-01-01,Team Salvato,PC,78.0,8.5,
metacritic_5883,Fallout 4 VR,2017-01-01,Bethesda Game Studios,PC,78.0,5.0,
metacritic_5884,Octahedron: Transfixed Edition,2019-01-01,Demimonde,Switch,78.0,7.6,E10+
metacritic_5885,Gurumin: A Monstrous Adventure,2007-01-01,Falcom,Playstation Portable,78.0,7.9,E10+
metacritic_5886,Indivisible,2019-01-01,Lab Zero Games,PC,78.0,6.7,T
metacritic_5887,Stellaris,2016-01-01,Paradox Development Studio,PC,78.0,8.0,
metacritic_5888,Transformers: Fall of Cybertron,2012-01-01,"High Moon Studios,Mercenary Technologies",PC,78.0,8.0,T
metacritic_5889,River City Girls 2,2022-01-01,WayForward,Switch,78.0,4.8,E10+
metacritic_5890,Far Cry Instincts Evolution,2006-01-01,Ubisoft Montreal,Xbox,78.0,6.7,M
metacritic_5891,FIFA Soccer 06,2005-01-01,EA Canada,PC,78.0,6.8,E
metacritic_5892,Big Bang Mini,2009-01-01,Arkedo Studio,DS,78.0,8.2,E
metacritic_5893,Yoshi's Woolly World,2015-01-01,Good-Feel,Wii U,78.0,8.4,E
metacritic_5894,Bomberman Land Touch!,2006-01-01,Hudson,DS,78.0,7.7,E
metacritic_5895,Vanquish,2017-01-01,PlatinumGames,PC,78.0,9.0,M
metacritic_5896,Cotton Fantasy,2022-01-01,"Success,Studio Saizensen",Switch,78.0,8.7,E10+
metacritic_5897,Immortals Fenyx Rising,2020-01-01,Ubisoft Quebec,Switch,78.0,7.5,T
metacritic_5898,The House of the Dead: Overkill,2009-01-01,Headstrong Games,Wii,78.0,8.6,M
metacritic_5899,Hyrule Warriors: Age of Calamity,2020-01-01,"Omega Force,Koei Tecmo Games",Switch,78.0,8.0,T
metacritic_5900,Super Rude Bear Resurrection,2017-01-01,Alex Rose,PS4,78.0,5.0,T
metacritic_5901,SIREN: Blood Curse,2008-01-01,SCE Japan Studio,PS3,78.0,7.9,M
metacritic_5902,The Jackbox Party Pack 5,2018-01-01,"Jackbox Games, Inc.",Switch,78.0,7.4,T
metacritic_5903,WWE '13,2012-01-01,"THQ,Yuke's",Xbox 360,78.0,8.0,T
metacritic_5904,Hotel Dusk: Room 215,2007-01-01,Cing,DS,78.0,8.6,T
metacritic_5905,Mortal Kombat 11,2019-01-01,"NetherRealm Studios,Shiver Games",Switch,78.0,4.0,M
metacritic_5906,Tell Me Why,2020-01-01,DONTNOD Entertainment,Xbox One,78.0,5.9,M
metacritic_5907,Pro Evolution Soccer 2010,2009-01-01,Konami,PS3,78.0,6.8,E
metacritic_5908,Adios,2021-01-01,Mischief,PC,78.0,6.4,
metacritic_5909,DARQ: Complete Edition,2021-01-01,Unfold Games,Switch,78.0,7.6,T
metacritic_5910,Budget Cuts,2020-01-01,Neat Corporation,PS4,78.0,,T
metacritic_5911,Prototype,2009-01-01,Radical Entertainment,Xbox 360,78.0,7.7,M
metacritic_5912,Unbound: Worlds Apart,2021-01-01,Alien Pixel Studios,Switch,78.0,7.6,T
metacritic_5913,Ibb & Obb,2020-01-01,Sparpweed,Switch,78.0,7.1,E
metacritic_5914,Shady Part of Me,2020-01-01,Douze Dixiemes,PS4,78.0,6.9,E
metacritic_5915,The Thing,2002-01-01,Computer Artworks,PS2,78.0,7.5,M
metacritic_5916,King's Quest Chapter 5: The Good Knight,2016-01-01,The Odd Gentlemen,PS4,78.0,5.5,E10+
metacritic_5917,Borderlands 3,2019-01-01,Gearbox Software,PS4,78.0,6.1,M
metacritic_5918,Double Dragon & Kunio-kun Retro Brawler Bundle,2020-01-01,Arc System Works,Switch,78.0,8.0,E10+
metacritic_5919,Granblue Fantasy: Versus,2020-01-01,Arc System Works,PS4,78.0,6.4,T
metacritic_5920,DeathSpank: Thongs of Virtue,2011-01-01,Hothead Games,Xbox 360,78.0,8.1,T
metacritic_5921,Atelier Lulua: The Scion of Arland,2019-01-01,Koei Tecmo Games,Switch,78.0,7.2,T
metacritic_5922,DeadCore,2013-01-01,5-Bits Games,PC,78.0,6.6,T
metacritic_5923,Hatsune Miku: Project Diva X,2016-01-01,Sega,PS4,78.0,7.4,T
metacritic_5924,Alien: Isolation,2014-01-01,Creative Assembly,Xbox One,78.0,8.3,M
metacritic_5925,Farming Simulator 22,2021-01-01,Giants Software,PC,78.0,6.1,E
metacritic_5926,The Walking Dead: Season Two Episode 5 - No Going Back,2014-01-01,Telltale Games,PC,78.0,8.1,M
metacritic_5927,Project: Snowblind,2005-01-01,Crystal Dynamics,PS2,78.0,8.1,T
metacritic_5928,MLB 2005,2004-01-01,989 Sports,PS2,78.0,7.6,E
metacritic_5929,Horizon Chase Turbo,2018-01-01,Aquiris Game Studio,Xbox One,78.0,8.0,E
metacritic_5930,Jurassic World Evolution 2,2021-01-01,Frontier Developments,PlayStation 5,78.0,6.5,T
metacritic_5931,Conker: Live & Reloaded,2005-01-01,Rare Ltd.,Xbox,78.0,8.3,M
metacritic_5932,Knockout Kings 2003,2002-01-01,EA Sports,GameCube,78.0,7.0,T
metacritic_5933,Castlevania: The Adventure ReBirth,2009-01-01,M2,Wii,78.0,8.5,T
metacritic_5934,Gradius Galaxies,2001-01-01,Mobile 21,Game Boy Advance,78.0,8.4,E
metacritic_5935,Neverwinter Nights: Shadows of Undrentide,2003-01-01,BioWare,PC,78.0,7.7,T
metacritic_5936,Tales of Destiny II,2001-01-01,Namco,PlayStation,78.0,8.5,T
metacritic_5937,Konami Collector's Series: Arcade Advanced,2002-01-01,KCEA,Game Boy Advance,78.0,8.6,E
metacritic_5938,Metal Gear Solid: Snake Eater 3D,2012-01-01,Kojima Productions,3DS,78.0,7.0,M
metacritic_5939,Duke Nukem: Manhattan Project,2002-01-01,Sunstorm Interactive,PC,78.0,7.8,M
metacritic_5940,Overcooked!,2016-01-01,Ghost Town Games Ltd.,PS4,78.0,8.0,E
metacritic_5941,Bridge Constructor Portal,2018-01-01,ClockStone Studio,PS4,78.0,4.6,E10+
metacritic_5942,Marvel: Ultimate Alliance,2006-01-01,Raven Software,PS3,78.0,7.5,T
metacritic_5943,Joe Danger 2: The Movie,2012-01-01,Hello Games,PS3,78.0,6.0,E
metacritic_5944,Grand Kingdom,2016-01-01,Spike Chunsoft,PS4,78.0,7.4,T
metacritic_5945,Scarlet Nexus,2021-01-01,Bandai Namco Games,PC,78.0,7.8,T
metacritic_5946,The Quarry,2022-01-01,Supermassive Games,Xbox Series X,78.0,7.6,M
metacritic_5947,Freedom Finger,2020-01-01,Wide Right Interactive,Xbox One,78.0,8.9,M
metacritic_5948,Wuppo,2016-01-01,Knuist & Perzik,PC,78.0,8.3,
metacritic_5949,Dead Rising 2,2010-01-01,Blue Castle Games,PC,78.0,6.5,M
metacritic_5950,Dauntless,2019-01-01,Phoenix Labs,PC,78.0,5.3,T
metacritic_5951,Klonoa Phantasy Reverie Series,2022-01-01,"Bandai Namco Games,MONKEYCRAFT Co. Ltd.",PlayStation 5,78.0,6.6,E10+
metacritic_5952,The Disney Afternoon Collection,2017-01-01,"Capcom,Digital Eclipse",PC,78.0,6.2,E10+
metacritic_5953,Robocalypse,2008-01-01,Vogster,DS,78.0,8.4,E10+
metacritic_5954,For Honor,2017-01-01,Ubisoft Montreal,PS4,78.0,6.1,M
metacritic_5955,Forgotton Anne,2018-01-01,Throughline Games,PS4,78.0,7.4,E10+
metacritic_5956,Road 96,2022-01-01,Digixart Entertainment,Xbox Series X,78.0,7.5,T
metacritic_5957,TumbleSeed,2017-01-01,"Benedict Fritz,aeiowu,Team TumbleSeed",Switch,78.0,7.5,E
metacritic_5958,MotorStorm RC,2012-01-01,Evolution Studios,PlayStation Vita,78.0,6.8,E
metacritic_5959,Closure,2009-01-01,Eyebrow Interactive,PC,78.0,6.5,
metacritic_5960,Werewolf: The Apocalypse - Heart of the Forest,2020-01-01,Different Tales,PC,78.0,5.3,
metacritic_5961,SUPERHOT: MIND CONTROL DELETE,2020-01-01,SUPERHOT,PC,78.0,6.6,T
metacritic_5962,The Walking Dead: The Telltale Series - The Final Season,2018-01-01,Telltale Games,Xbox One,78.0,8.0,M
metacritic_5963,WindJammers 2,2022-01-01,DotEmu,Switch,78.0,7.4,E
metacritic_5964,Insurgency: Sandstorm,2018-01-01,New World Interactive,PC,78.0,8.0,M
metacritic_5965,Age of Empires: Mythologies,2008-01-01,Griptonite Games,DS,78.0,7.9,E10+
metacritic_5966,Call of Duty: Advanced Warfare,2014-01-01,Sledgehammer Games,PC,78.0,4.9,M
metacritic_5967,Donkey Kong Country,2003-01-01,Rare Ltd.,Game Boy Advance,78.0,8.7,E
metacritic_5968,Lone Echo II,2021-01-01,Ready at Dawn,PC,78.0,7.4,T
metacritic_5969,Dragon Quest VI: Realms of Revelation,2011-01-01,ArtePiazza,DS,78.0,8.3,T
metacritic_5970,Lost in Random,2021-01-01,Zoink!,PC,78.0,6.7,E10+
metacritic_5971,Project Warlock,2018-01-01,Buckshot Software,PC,78.0,8.2,
metacritic_5972,Theatrhythm Final Fantasy,2012-01-01,indieszero,3DS,78.0,7.8,E10+
metacritic_5973,Teleglitch: Die More Edition,2013-01-01,Johamm Tael & Mihkel Tael,PC,78.0,6.9,
metacritic_5974,AstroPop,2006-01-01,PopCap,Xbox 360,78.0,5.5,E
metacritic_5975,Zero Escape: Zero Time Dilemma,2016-01-01,Spike Chunsoft,PC,78.0,8.3,
metacritic_5976,Star Wars Jedi: Survivor,2023-01-01,Respawn Entertainment,PC,78.0,3.3,T
metacritic_5977,League of Legends,2009-01-01,Riot Games,PC,78.0,5.0,T
metacritic_5978,Mobile Suit Gundam: Extreme VS. MaxiBoost ON,2020-01-01,Bandai Namco Games,PS4,78.0,7.7,T
metacritic_5979,Observer,2017-01-01,Bloober Team,PC,78.0,7.6,M
metacritic_5980,Football Manager 2021,2020-01-01,Sports Interactive,Xbox Series X,78.0,7.8,
metacritic_5981,LEGO Marvel Super Heroes,2013-01-01,TT Games,PC,78.0,8.1,E10+
metacritic_5982,"Warhammer 40,000: Mechanicus",2018-01-01,Bulwark Studios,PC,78.0,8.1,
metacritic_5983,GrimGrimoire OnceMore,2023-01-01,Vanillaware,Switch,78.0,8.5,T
metacritic_5984,Rabbids Go Home,2009-01-01,Ubisoft Montpellier,Wii,78.0,8.3,E10+
metacritic_5985,Murder by Numbers,2020-01-01,Mediatonic,Switch,78.0,7.5,T
metacritic_5986,Shox,2002-01-01,Electronic Arts,PS2,78.0,6.6,E
