id,name,artist,tracks_track-name
lastfm-1806,Bang Bang Baby,Peek-a-boo,
lastfm-1807,N. Remorze -  The Goodie Ones (Hardcore Classics),N. Remorze,
lastfm-1808,Angel / Sweet Dreams (Nightmare Mix),Eurythmics,"['Angel', 'Sweet Dreams (Nightmare mix)']"
lastfm-1809,Rockin'  the Music,Black B.,"[""Rockin' To The Music (Organ Mix)"", ""Rockin' To The Music (Lelewel Freak Mix)"", ""Rockin' To Music (Acapella)""]"
lastfm-1810,180 D'Gs  the Future!,The 180 Gs,
lastfm-1811,Purple Passages,Deep Purple,"['And The Address', 'Hey Joe', 'Hush', 'Emmaretta', 'Chasing Shadows', 'Bird Has Flown', ""Why Didn't Rosemary"", 'Hard Road (Wring That Neck)', 'Shield', 'Mandrake Root', 'Kentucky Woman', 'April']"
lastfm-1812,Purple,Joana A. The Wolf,Purple Nights
lastfm-1813,Sweetheart Contract,Magazine,"['Sweetheart Contract', 'Feed The Enemy (Live)', 'Twenty Years Ago (Live)', 'Shot By Both Sides (Live)']"
lastfm-1814,The citadel of everlasting,Bloodline,The Citadel of Everlasting Tyranny
lastfm-1815,Beyond the Apocalypse,1349,"['Chasing Dragons', 'Beyond the Apocalypse', 'Aiwass-Aeon', 'Nekronatalenheten', 'Perished in Pain', 'Singer of Strange Songs', 'Internal Winter', 'The Blade']"
lastfm-1816,Trouble / Division One,Scorpio,"['Trouble', 'Division One']"
lastfm-1817,electronic,Sonicballoon,
lastfm-1818,Shieldstone,Stanley Clarke,
lastfm-1819,Timeless The Classics Vol. 2,Michael Bolton,
lastfm-1820,Myslovitz -  Happiness Is Easy,Myslovitz,"['Fikcja jest modna', 'Ã…Å¡ciÃ„â€¦Ã„â€¡ wysokie drzewa', 'MieÃ„â€¡ czy byÃ„â€¡', 'Spacer w bokserskich rÃ„â„¢kawicach', 'Kilka uÃ…â€ºciskÃƒÂ³w, kilka snÃƒÂ³w', 'W deszczu maleÃ…â€žkich, Ã…Â¼ÃƒÂ³Ã…â€štych kwiatÃƒÂ³w', 'GadajÃ„â€¦ce gÃ…â€šowy 80-06', 'Ty i ja i wszystko co mamy', 'Nocnym pociÃ„â€¦giem aÃ…Â¼ do koÃ…â€žca Ã…â€ºwiata', 'KsiÃ„â€¦Ã…Â¼e Ã…Â¼ycia umiera', 'Ã‚?ZÃ…â€še mi siÃ„â„¢ Ã…â€ºni', 'ZnÃƒÂ³w wszystko poszÃ…â€šo nie tak', 'Czytanka dla niegrzecznych']"
lastfm-1821,Lighting the,Alttari,
lastfm-1822,- new - Beyond the Sun,Desert,
lastfm-1823,Contrast,J. JUICE,"['Experience', 'Season Rebirth', 'Go fly', 'Jazz Friends', 'Island', 'Paradise', 'Nature Devotion', 'Mediterraneo', ""Angel's Guitar"", 'Vinyl Lovers', 'Alien Believer', 'Experience (Bossa Remix)']"
lastfm-1824,Echoes For Sensitive Ears,Audiokonstrukte,"['Sensitive Poem', 'In Sleepy Town', 'Sensi City', 'Dusty Atmosphere', 'Neurospiderweb', 'Microtraffic', 'Soki Nyha Ten', 'Slow The Moment', 'Quiet Mood', 'Disfiction', 'Fruitcrashes', 'Karmakoma', 'Parkbench']"
lastfm-1825,Beyond The Realm Of Infinity,Robert Ferent,
lastfm-1826,Trouble,Nia Peeples,
lastfm-1827,Crazy,Kisha,"['Alive', 'Hello (Album Edit)', 'One Second', 'Shame', 'Nobody Like Me', 'Crazy World', 'Sometimes', 'Read Between The Lines', 'Survivor', 'Angels', 'Trying To Control Me', 'Thank You', 'Probably', 'Anything But Love']"
lastfm-1828,Quality Replicant,Ure Thrall,
lastfm-1829,Girl / Brilliant Colors,The Neon Philharmonic,
lastfm-1830,I'm In Love / Spirit Of Elephant,Studio Apartment,
lastfm-1831,Paul van Dyk -  Let Go,Paul van Dyk,"['Let Go (New Single Version)', 'Let Go (Vandit Club by PvD)', 'Let Go (Alex Kunnari Remix)', 'Let Go (Pinelli Mix)']"
lastfm-1832,Tamba 4. -  California Soul,Tamba 4.,California Soul
lastfm-1833,Waking Up In The Sun,Adult Net,
lastfm-1834,Drops  Jupiter,Train (2),
lastfm-1835,Don't Give Up,Tina Bride,"[""Don't Give Up"", ""Don't Give Up (12')"", ""Don't Give Up (Instrumental)""]"
lastfm-1836,Unplugged On Mars,FKY,
lastfm-1837,Nobody Knows The Trouble  Seen,Louis Armstrong,
lastfm-1838,Conditions,Narcotik,
lastfm-1839,Clean / Surrender,Depeche M.,
lastfm-1840,Broken Sun EP,Frequent C,"['Leaves Falling In Reverse', 'Broken Sun', 'Psychoactive Solar Reaction', 'Skyward', 'Haze', 'Spinning In The Field']"
lastfm-1841,Electronic Music,Tom Dissevelt,
lastfm-1842,Manifest Damnation (The Creation Affect),Accursed Dawn,
lastfm-1843,The Warning,Kayestone,
lastfm-1844,Leaves Forgotten,Nebel Torvum,"['The Paths Of The Dead', 'Echoes Of Unresisted Destruction', 'Harshness within the proud forest', 'Wandering Clouds', 'The Stag And The Hunter', 'Nightfall Whispers Past Memories']"
lastfm-1845,Neuromantic Visions,Andrea Priora,"['Visions Part 1: Dreams', 'Moonvelvet', 'Neuromantic Visions', 'Visions Part 2: Emotions', 'Inverted Polarity', 'Northern Star', 'Visions Part 3: Feelings', 'Like A Storm', 'Have No Fear', 'Polar Lights']"
lastfm-1846,Pistols at Dawn,C. Pavonis,"['Sanctify', 'WKPB', 'Gift', 'Wardance (album version)', 'Monophase', ""She's The Cure"", 'Fin De Siecle (Pistols At Dawn)', 'Diabolique', 'Addiction', 'Bloodkiss', 'Houses Of The Holy', 'Queen Of Air And Darkness', 'Requiem', 'Athame']"
lastfm-1847,Pure Garage Classics,DJ EZ,"['EZ Intro 10', 'Imagine (Club Asylum remix)', 'No More Rain (Wookie Vocal Mix feat. Lain)', 'Champagne Dance (Original Mix)', ""I'm Gonna Get Through This (Human Beatbox Mix)"", 'Saved My Life (Original Mix)', ""Why? (Matt 'Jam' Lamont & DJ Face Classic Vox mix)"", 'Re-Rewind (The Crowd Say Bo! Selecta) (Original Mix)', 'Fly Bi', 'Hold Me Tight (Pitch Black mix)', 'Saved Soul', 'Straight From the Heart (Bump & Flex vocal mix)', 'Scrappy', '21 Seconds (12"" Version)', 'Oi!', 'My Desire (Dreem Teem Remix)', ""Show Me Love (Stone's Club Mix)"", 'Decoy', 'Never Gonna Let You Go', 'Urban Hero', 'Messin Around', 'Coming Home', ""I Don't Smoke"", ""Movin' Too Fast"", 'Want You Back', 'I Refuse', 'Flowers', 'On Me (Mind Body & Soul)', 'Booo!', '138 Trek', 'Round the Corner', 'Anytime', 'Mindless and Broken', 'Gabriel', 'Just Turn It Up', 'Baby Boy', 'Skanked', 'I Luv U', 'This Is What I Like', 'Hold On To Me', '4 The Mind', 'Perfect Pitch', 'Things we do', 'Dark 2003', 'All About Sex', ""Music Ain't Dead"", ""Jumpin'"", 'Ex Ex Girlfriend', ""What's The Point?"", 'Step Back']"
lastfm-1848,Album: 69 Love Songs Vol. 1,The Magnetic Fields,"['Absolutely Cuckoo', ""I Don't Believe in the Sun"", 'All My Little Words', 'A Chicken With Its Head Cut Off', 'Reno Dakota', ""I Don't Want to Get Over You"", ""Let's Pretend We're Bunny Rabbits"", 'The Cactus Where Your Heart Should Be', 'The Book of Love', 'Fido, Your Leash Is Too Long', 'The One You Really Love', 'Punk Love', 'Parades Go By', 'Boa Constrictor', 'A Pretty Girl Is Like...', 'My Sentimental Melody', ""Nothing Matters When We're Dancing"", ""Sweet-Lovin' Man"", ""The Things We Did and Didn't Do""]"
lastfm-1849,GARBAGE 4 SIC,Mutilated Ear-Drum,
lastfm-1850,The Complete Singles Collection,ABBA,"['People Need Love', 'Ring Ring', 'Waterloo', 'Waterloo (German Version)', 'Honey Honey', 'So Long', 'I Do, I Do, I Do, I Do, I Do', 'S.O.S.', 'Mamma Mia', 'Fernando', 'Dancing Queen', 'Money, Money, Money', 'Knowing Me, Knowing You', 'The Name of the Game', 'Take a Chance on Me', 'Eagle', 'Thank You for the Music', 'Summer Night City', 'Chiquitita', 'Does Your Mother Know', 'Voulez-Vous', 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'I Have a Dream', 'The Winner Takes It All', 'Super Trouper', 'Lay All Your Love on Me', 'One of Us', 'Head Over Heels', 'The Day Before You Came', 'Under Attack', 'Ring Ring (German Version)', 'Happy New Year', 'Wer Im Wartesaal Der Liebe Steht']"
lastfm-1851,I Run With Trouble,L. Kunkel,
lastfm-1852,A Broken Frame Remixed,Depeche Mode,
lastfm-1853,- new - Happiness Is Toy Shaped,T. Shermans,"['Boy With The Bright Eyes', 'lousy judge of character', 'Adulthood For Beginners', 'The Umbrella Song', 'Falling Out of Love', 'Sad Kind Of Life', 'July In London', 'About You', 'Cindy Sherman', 'Explode', 'DÃƒÂ©jÃƒÂ\xa0 Vu on Repeat', 'Catch Me', ""What Life's About"", 'The Last One']"
lastfm-1854,Explorers,E. Post Facto,
lastfm-1855,Make Yourself Scarce,Psycon,
lastfm-1856,Atomix -  The Future,Atomix,
lastfm-1857,Blue Experience EP,Shape o. Broad Minds,
lastfm-1858,Californian,Depeche M.,
lastfm-1859,Gotta Dance With The Music (Remix),E. Bass,
lastfm-1860,Catatonia -  The Sublime Magic Of... [The Songs 1994 - 1995],Catatonia,
lastfm-1861,*popular* Immersion,Mephisto W.,"['Immersion', 'The Garden Of Proserpine', 'Great Expectations', 'Age of Nothing', 'The Tyger', 'Elegy', 'Icarus', 'The Falcon To The Falconer', 'Heaven', 'Kings', 'Ode To The West Wind']"
lastfm-1862,Outside Calm Tamed,M. Uhlig,Storm: Outside Calm Tamed (Excerpt)
lastfm-1863,Every Day (Pt. 1 The Main Side),2. Pure Dust,
lastfm-1864,Electric Sunrise EP,AE35,
lastfm-1865,Elevator,Room 2012,"['Cuckoo Brain', 'Naughty But Nice', 'Simple Things', 'Fresh', 'Haunted', 'Take A Minute', 'Strung Out', ""No, You Can't Stay For Coffee"", 'Mr. DJ']"
lastfm-1866,Daydreaming,Zuell,
lastfm-1867,Step Beyond...,Madness,"['One Step Beyond', 'My Girl', 'Night Boat to Cairo', 'Believe Me', 'Land of Hope and Glory', 'The Prince', ""Tarzan's Nuts"", 'In the Middle of the Night', 'Bed & Breakfast Man', 'Razor Blade Alley', 'Swan Lake', ""Rockin' in A Flat"", ""Mummy's Boy"", 'Madness', 'Chipmunks Are Go!']"
lastfm-1868,Death Beyond  Behaviour,Hindrance,"['Load', 'Insalubrious Surgery', 'Phobic', 'H.B.P.N.', 'Endocrinic Philosophy', 'Selective Weapons', 'Big Stench Society', 'King Of The Land', 'Jauria De Humanos', 'Tread On The Faithfull', 'Internet Burns', 'Gordas Sin Tetas', 'State']"
lastfm-1869,Answer  Earth,Robotnico,
lastfm-1870,The Infamous (Instrumental),Mobb Deep,
lastfm-1871,BBC Sessions,Pigbag,
lastfm-1872,Winds of Warning,Adam Plack,
lastfm-1873,eidetic visions,Xurba,"['x-inertia', 'backouter', 'X-Interstruct', 'ennui', 'Interlock', 'Elle', 'In Darker Places', 'xi angelica']"
lastfm-1874,Obscuration,Raspad Atoma,"['Evening Felt', 'Gloom Cradling', 'Autumn Is Warmer Than Death', 'Inner Purity']"
lastfm-1875,Smells Like Teen Spirit (Featuring The Guitar Mix),Abigail,
lastfm-1876,Liberation Of Economics,Heavy Discipline,
lastfm-1877,Platform 01,D. Anti,
lastfm-1878,Beggars Would Ride,Frank t. Baptist,"['Signing Off', 'Queen Frostine', 'Faithless Aloysius', 'While Falling Apart', 'Eskimos and Butterflies', 'Different Degrees of Empty', 'Beggars Would Ride', 'Visions', 'Vines on the Victrola', 'Come Home', 'All the Faces']"
lastfm-1879,Broken Music,Dissecting T.,"['Thought Freeze', 'Cerebral Phenomenon', 'Sometimes I Want To Die, And Sometimes I Want To Live', 'Liberation Of Spirits', 'Asynchronous System', 'Asynchronous System (Long Version)']"
lastfm-1880,- new - The Outsider Steps Inside,M. Luminaries,"['The Outsider Steps Inside', 'My Idiot Fix']"
lastfm-1881,Powerzone -  Give Up (No More),Powerzone,
lastfm-1882,Devotion,T. City,
lastfm-1883,The  Escape!,Jack V. Impe,
lastfm-1884,Let Clarity Succumb,Chaos O.,"['To Admit and Allow', 'Old Wounds']"
lastfm-1885,The Music of Erich,F. Tadre,"['Prologue', 'The Ascent', 'Out of the Spirit World', 'Across a Dark River', 'The German Viol Player', 'Antiquities', 'Litany', 'Physical But Mental', 'The Keyhole', 'The Music of Erich Zann', 'Opposing Forces', 'The Blackness of Space', 'Final Sheet']"
lastfm-1886,Broken Frame,Andrew Bennett,
lastfm-1887,Heritage and Ringtones,Martin Archer,"['Come Sunday', 'Ringtone 1', ""It don't bother me"", ""Where's Mike?"", 'Wishing well', 'Angelus Vander', 'Ringtone 2', 'Ringstone', 'Ringtone 3', 'Let no man steal your time', 'That Sheffield sound']"
lastfm-1888,DoppelgÃƒÂ¤nger,Citizen Kain,
lastfm-1889,"The Future's So Bright, I Gotta Wear Shades",Timbuk 3.,
lastfm-1890,Alter Bridge -  Blackbird (Album Sampler),Alter Bridge,
lastfm-1891,How To Save A,B. Lawrence,"['How To Save A Life (Almighty 7"" Anthem Mix)', 'How To Save A Life (Almighty 12"" Anthem Mix)', 'How To Save A Life (Almighty Anthem Dub)', 'How To Save A Life (Almighty Anthem Instrumental)']"
lastfm-1892,I wanna feel the Music,Public A.,
lastfm-1893,The Year  the Elephant,Wadada L. Smith's Golden Quartet,"['Al-Madinah', 'Piru', 'The Zamzam Well a Stream of a Pure Light', ""Kangaroo's Hollow"", 'The Year of the Elephant', 'Miles Star in 3 parts: I-II) Star/Seed, III) Blue Fire']"
lastfm-1894,Heartbreaker,Grand F. Railroad,
lastfm-1895,Kiss Kiss Bang Bang,Slyde,"['Kiss Kiss Bang Bang (Original Mix)', 'Kiss Kiss Bang Bang (Twocker Remix)']"
lastfm-1896,Supermodels,Peter and the Test Tube Babies,"['Supermodels', 'Giving Up Drinking', 'Shake My World', 'Mr. Mortage', 'U Bore Me', 'Temptation', 'Jetsetter', 'Love Is Dead', 'Crying in the Snow', 'Dog Society', 'Chasing Shadows', 'Bad Loser', ""Let's Do Lunch"", 'Spacecake', 'Busy Doing Nothing']"
lastfm-1897,Pillars a. Tongues -  Protection,Pillars a. Tongues,"['Hall of Bliss', 'dead sings', 'Protection (I)', 'Protection (II)']"
lastfm-1898,The Signal,Sandra N.,"['The Name of My Baby', 'Sorry', 'Right Lane', 'Mecasanova (Yamyam)', 'Do It Again', 'Stop the Crying', 'Old Shack', 'Big City', 'Perfume', 'The Signal', 'Counting Trees', 'Ireen', 'Since I Was']"
lastfm-1899,Blazing,Blackalicious,"['Introduction: Bow And Fire', 'Sky Is Falling', 'First In Flight', 'Greenlight: Now Begin', 'Paragraph President', 'Make You Feel That Way', 'Chemical Calisthenics', 'Aural Pleasure', 'Passion', 'Purest Love', 'Release', 'Day One']"
lastfm-1900,[explicit] Overgrown Town,Cross B. Mongrels,"['Clones', 'The Way It Used To Be', 'Rember This', 'Rock The Mike', 'Point To Prove', 'Know Alls', 'Digital Criminals', 'Overgrown Town', 'Frustration', 'Underrated', 'Two Fat Cunts', 'Shoutro']"
lastfm-1901,Celtic Seasons  Enchantment,Will Millar,"[""Beltain (Spring) - Patrick's Silver Dragger / Among The Hazel Woods / Ossian In"", 'The Coulin*', 'Mabon ... Autumn Eqinox (September 21) - The Qeen Of The Western Land / Spirit', 'Fairy Child Walking', 'Samhain The Celtic Year Begins (November 1) - The Fairy Wind / Lament Of Etrinn', 'Lagan Enchantments*', 'The Druids Winter', 'Dalraida - Among The Hazel Woods (reprise) / Yule Feast At Dunseverick', 'Dance Of Lughnasah - The Piper Sidhe Bodb Derg']"
lastfm-1902,Thank You For Not Discussing The Outside World,Audiac,"[""Everybody's Sneaking, Baby"", 'Gagarin', 'What I Am Today', 'Vanity Fair', 'Melancholic Outs', 'Gone For Subway Gods', 'Beausoleil', 'Hey Joe/ads']"
lastfm-1903,- new - Vessels,Freeze Etch,"['Another Moving Vessel', 'Soarover', 'Boundward', 'Vehicularism', 'The Standstill', 'Freight Memory', 'Slight Rite', 'Asunder']"
lastfm-1904,The music I like,Alexia,
lastfm-1905,Happiness,D. Togni,
lastfm-1906,Music For Nuclear Shelters,F. Cruz,
lastfm-1907,Singles Round-Up,Holly Golightly,"['Virtually Happy', 'The Ride #1', 'No Big Thing', 'My Own Sake', ""'Til I Get"", ""I Can't Be Trusted"", 'Card Table', 'No Hope Bar', 'Believe Me #1', 'Come The Day', 'In You', 'Believe Me #2', 'Stain', ""Won't Go Out"", 'Too Late Now', 'Sand', 'Lonesome Town']"
lastfm-1908,Devotion Surrender,Carlos Santana,"['A Love Supreme', 'Naima', 'The Life Divine', 'Let Us Go Into The House Of The Lord', 'Meditation', 'A Love Supreme (alternate - take 2)', 'Naima (alternate - take 4)']"
lastfm-1909,The Classics,FrÃƒÂ©dÃƒÂ©ric C.,"['Heroic Palomaise, Op. 53', 'Waltze No. 3, Op. 34/2 In A minor', 'Nocturne No. 1 In G Minor', 'Piano Concerto No. 1 In B Minor, Op. 11, Allegro Maestoso', 'Etude In C Sharp Minor, Op. 15, No. 7', 'Polonaise in A major, Op. 40, No. 1']"
lastfm-1910,7F BUT NO ELEVATOR,Rub-A-Dub M.,"['7F BUT NO ELEVATOR', 'Tick-A-Tack', 'RUB-A-DUB ENTERTAINER', 'RULE(featuring Hiyori)', 'NO RULE(Dub mixed by Naoyuki Uchida)', 'TICK-A-TACK(AKAKAGEÃ¢â‚¬â„¢s Uproar Party)']"
lastfm-1911,Play The Music Of Jean Michel Jarre,L. Electronique,
lastfm-1912,Poets Of  Signature,Poets O. The Signature,
lastfm-1913,The Music Play,Shamur,"['Let The Music Play (Instrumental Mix)', 'Have A Good Time', 'Let The Music Play (Marascia Remix)', 'Have A Good Time (Radio Edit)', 'Let the Music Play (Kortezman Dance Extended Mix)']"
lastfm-1914,Broken Wings,Broken W.,"['Lift Me Up', 'Suzanna', 'Let A Good Thing Die', 'I Belong', 'Fine Now', 'Hold Out', 'Glad As Hell', 'Heart Of Stone', 'Never Say Never', 'Baby I Need You', 'Go Now']"
lastfm-1915,Analogue (Limited Pur Edition),a-ha,
lastfm-1916,Elastica,DJ Dani Connection,
lastfm-1917,"Dance, California",Plastic Boner Band,"01 Dance, California"
lastfm-1918,Contrasts 2,C. Nutman,"['Subcontinental Subtractions', 'Oloroso', 'Patricia too']"
lastfm-1919,Mother,Barbara Thompson's Paraphernalia,
lastfm-1920,The Final Ascension  A Retrospective 88-92,Every New Dead Ghost,"['Miranda', 'Hope Cemetery', 'Not in a Lifetime', 'Assassin', 'Lonely Faces', 'European', 'Touch The Sky', 'Obvious', 'Naked truth', 'Relics', ""She's Waiting"", 'Decadance', 'Cages', 'Hunters', 'Sweat']"
lastfm-1921,Funk Deluxe -  I Surrender,Funk Deluxe,
lastfm-1922,- new - Hells Bells / Insomniac,Dark B. Design,
lastfm-1923,Fallen Angels / No Love,Visionary,
lastfm-1924,Behaviour,C. Cowie,
lastfm-1925,*popular* California Ax,S. Spacek,"['Bootleg', 'Spider Mama', 'Casual Cassette', 'Lunar Eclipse Was Boring', 'Return To From', 'Sepsis (Version)', 'Suction Cup', 'East East STL', 'Fortnight', 'Shovel Up On Us', 'Secretary Drug', 'Polled', 'Index', 'Acoustic Sepsis', 'Look At My Hand', 'TV Bra', 'Test For Color D', 'Senso Destructo Hat', 'Gutter Bird', 'Pulse Pounding Torment', 'Live At The Smell', 'SOJBX', 'GrandmÃƒÂ©re', 'Cake Solo', 'Eaudoxia', 'What Else Can Be New', 'Dneiper', 'New Pillowcase', 'Psychotechnics', 'Bongo', 'First Set']"
lastfm-1926,Blackout EP,Matzak,
lastfm-1927,Inside  Future,Trenchmouth,
lastfm-1928,L'Invincible,Mysta.D,
lastfm-1929,Zenboy vs.  Monster 01,Zenboy,"['Future Moosick Mechanoidinization', 'Blazing Lectro Atomic Punch', ""Let's Begin Now"", 'Time Flies in the Spiral Vortex Nebula', 'Stroboscopic Death Ray Filler', 'Transitive Tech Nemesis', 'Terresrial Defense Force Fever', 'Spark from the Black Lens', 'Land of Light Nebula Oddity']"
lastfm-1930,Voodoo,Movetron,"['VoodooMan (Radio Edit)', 'Voodooman (2468 Mix)', 'VoodooMan (Tar Hill Mix)', 'Voodooman (White Label Mix)', 'Voodooman (Original Version)', 'Voodoomies (Radio Edit)', 'Voodoomies (2468 Mix)', 'Voodoomies (Tar Hill Mix)', 'Voodoomies (White Label Mix)', 'Voodoomies (Original Version)']"
lastfm-1931,Sha,B. Kweller,"['How It Should B (Sha Sha)', 'Wasted & Ready', 'Family Tree', 'Commerce, TX', 'In Other Words', 'Make It Up', 'No Reason', 'Lizzy', ""Harriet's Got a Song"", 'Falling']"
lastfm-1932,Elastica,Elastica (.,
lastfm-1933,Post Miami Vice Electronics,H.A.L.O. V.,
lastfm-1934,Letter To Nowhere,Northcape,"[""Don't Let It Slip Away"", 'Letter to Nowhere', 'False City', 'Mid Air', 'Delta Creek', 'Feel The Static', 'Stuck On Repeat']"
lastfm-1935,Blood Brothers,Outerspace,"['Blood Brothers (Intro)', 'Reign Of Chaos', 'Spanish Fly', ""U Don't Like Me"", 'The Boiling Point', 'Drive By Music', 'Silence', 'Grown Ass Man', 'Altered Beasts', 'Street Massacre', 'Time Will Tell', 'Hustle And Flow', 'The Last Laugh', 'Brute Force 2']"
lastfm-1936,Horns of Resurrection,Goatlord C.,
lastfm-1937,Lupe Fiasco's  Cool,Lupe Fiasco,"['Baba Says Cool For Thought (Explicit Album Version)', 'Free Chilly (feat. Sarah Green and GemStones) (Interlude) (Explicit Album Version)', 'Go Go Gadget Flow (Explicit Album Version)', 'The Coolest (Explicit Album Version)', 'Superstar (Featuring Matthew Santos)', 'Paris, Tokyo (Explicit Album Version)', 'Hi-Definition (feat. Snoop Dogg and Pooh Bear) (Explicit Album Version)', 'Gold Watch (Explicit Album Version)', 'Hip-Hop Saved My Life (feat. Nikki Jean) (Explicit Album Version)', 'Streets On Fire (Explicit Album Version)', 'Little Weapon (feat. Bishop G and Nikki Jean) (Explicit Album Version)', 'Gotta Eat (Explicit Album Version)', 'Dumb It Down (feat. GemStones and Graham Burris) (Explicit Album Version)', 'Hello/Goodbye [Uncool] (feat. Unkle) (Explicit Album Version)', 'Put You On Game (Explicit Album Version)', 'Fighters (feat. Matthew Santos) (Explicit Album Version)', 'Go Baby (feat GemStones) (Explicit Album Version)']"
lastfm-1938,Album: California,Residual Echoes,"['White Cloud', 'Continuing Saga of Julie Patchouli', 'California Creek Suite', 'California']"
lastfm-1939,Lird Van Goles -  United Kerosin,Lird Van Goles,"[""78'00"", 'United Kerosin', 'Indoor - Cuhurum Dooom']"
lastfm-1940,Yanqui U.X.O.,Godspeed Y. Black Emperor!,
lastfm-1941,Garbage,Fluf,"['Time Over', 'Barf']"
lastfm-1942,Fumbling Towards Ecstasy Live,Sarah McLachlan,"['Plenty', 'Good Enough', 'Wait', 'Home', 'Ice (Live Studio)', ""Ben's Song"", 'Out of the Shadows', 'I Will Not Forget You', 'Hold On', 'Possession', 'Mary (Live Studio)', 'Ice Cream', 'Fumbling Towards Ecstasy', ""Ol' 55""]"
lastfm-1943,Find Electronica,Fabio Orsi,"Find Electronica, Part 2"
lastfm-1944,Alcachofa Tools,R. Villalobos,"['Bach to Back', 'Fools Garden (Black Conga)', 'Waiworinao']"
lastfm-1945,Experience,Maeror T.,"['My Electrocution', 'Cursed Colours', 'Boundary To Insanity 5 (White Noise In My Head)', 'Talita Kum!', 'Translucent Vault', 'Wovoka', 'The Last Perception']"
lastfm-1946,Diplomatic Immunity,T. Diplomats,"['Take Em to Church (feat. Unkasa)', 'Get Use to this (feat. Juelz Santana & J.R. Writer)', ""Family Ties (feat. Cam'ron, J.R. Writer & Hell Rell)"", ""Wouldn't You Like To Be A Gangsta Too? (feat. Hell Rell)"", 'Dutty Clap (feat. Jim & S.A.S.)', ""I Wanna Be Your Lady (feat. Cam'ron, Nicole Wray & J.R. Writer)"", '40 Cal (feat. 40 Cal)', ""Dead Muthafuckas (feat. Cam'ron & Juelz Santana)"", ""push it (feat. cam'ron, jim jones, juelz santana & j.r. writer)"", ""Aayoo-iight (Feat. Cam'ron & Juelz Santana)"", ""Bigger Picture (feat. Cam'ron & Juelz Santana)"", ""Crunk Muzik (feat. Jim Jones, Cam'ron & Juelz Santana)""]"
lastfm-1947,Shields,ondo,
lastfm-1948,If You Leave Me Now,CB Milton,
lastfm-1949,California,Wooden Shjips,"Dance, California"
lastfm-1950,Monster Mash,Monster Mash,Monster Mash
lastfm-1951,Misadventures Of A Broken Man,T. Surgens,"['Moon Song', 'Drunken Lover Blues', 'Credit Card Girl', 'Joe Hill', 'Nappy Brown', 'The Fool', ""I'm Leaving Me"", 'Miss T', 'Tweedledum & Tweedledee', 'Two Mile Drive', 'Reefer Madness']"
lastfm-1952,DWYCK / Flip the Script,G. Starr,"['Dwyck (Clean Version)', 'Flip the Script (Remix / Minor Adjustment Mix)', 'Flip the Script (Album Version)']"
lastfm-1953,The Geist of Alec Empire,A. Empire,"['22:24', 'Kick Some Soul, Part 2', ""I'm Gonna Die If I Fall Asleep Again"", 'Many Bars and No Money', 'Sweet', '3 Bullets in the Back', 'Cities of Light', 'Sieg ÃƒÂ¼ber die Mayday-HJ', 'Get Some', 'Low on Ice', 'The Backside Of My Brain', 'Maschinenvolk', 'Civilisation Virus', 'Metall Dub', '13465', 'Stahl Und Blausaure', 'Lash the Nineties', 'The Sun Hurts My Eyes', 'The Report', 'Suecide', 'Low on Ice (Track 6)', 'Slowly Falling in Love', 'La Ville De Filles Mortes', 'Opus 28 - Pour La Liberte Des Milles Universes', ""La Guerre D'Opium"", 'Swimming Through Nails', 'We Have Arrived']"
lastfm-1954,Broken Fingers / Volcon,Icicle,
lastfm-1955,I. Engberg -  Disco Volante,I. Engberg,"['Disco Volante (SÃƒÂ©bastien LÃƒÂ©ger Remix)', 'Disco Volante (Hugg & Pepp remix)', 'Disco Volante']"
lastfm-1956,The Conga,Black L.,
lastfm-1957,Album: Let The Music Play,Shamur,"['Let The Music Play (Original Vocal Mix)', 'Let The Music Play (Instrumental Mix)', 'Have A Good Time', 'Let The Music Play (Marascia Remix)', 'Have A Good Time (Radio Edit)', 'Let the Music Play (Kortezman Dance Extended Mix)']"
lastfm-1958,Rod Stewart -  Broken Arrow,Rod Stewart,
lastfm-1959,Broken Music,A. Kiss Could Be Deadly,"['Broken Music', 'And So It Ends']"
lastfm-1960,Visions  Mars EP,Blame,
lastfm-1961,Gone Beyond The Scope,T. Latenz,
lastfm-1962,Live From Paris  Iran-Contra Scandal Memorial Album),Mike Ladd,
lastfm-1963,Compton,Guerilla B.,
lastfm-1964,California Clam Chowder,Thelonious M.,"['Gun Club Song', 'Bobdylan Song', 'Joy Division Song', 'Germs Song', 'Curtis Mayfield Song', 'Jam Song', ""Rolling Stones '77 Song"", 'Ramones Song', 'Bowie Low Song', 'Big Star Song', 'Iggy Stooge Song', 'Beck Song', 'Elton John Song', 'Thelonious Monster Song', 'Oasis Song']"
lastfm-1965,Barr -  Beyond Reinforced Jewel Case,Barr,"['A Cover', 'Lights Out', 'Like, I Used to Like', '(Watching)', 'Anx-Worth It', 'Is All for Updated', 'Secretly', 'A Call', 'My List of Demands', '(All Seperate)', 'Sing Sit Singing', 'Greg', 'That That Good', 'Us', 'Everyone', 'Anthems and All']"
lastfm-1966,Kiss Kiss Bang  (Jonny L Remix) / Nobody Gets Out Alive,High Contrast,
lastfm-1967,Towards Judgement,Niden Div. 187,"['Black Water', 'Retinence', 'A View In The Mirror Black', 'Towards Judgement']"
lastfm-1968,Guided By Experience,Modern Scribe,
